PLAYER_NAME,POS,AGE,TEAM,GP,MP,PG%,SG%,SF%,PF%,C%,ON-COURT,ON_OFF,BAD_PASS,LOST_BALL,FOUL_SHOOT,OFF_FOUL,FOUL_SHOOT_DRAWN,OFF_FOUL_DRAWN,PGA,AND1,BLKD
Evan Fournier,SG,29,NYK,80,2358,,72%,28%,,,-2.4,-6.7,55,33,75,10,49,9,414,14,31
De'Aaron Fox,PG,24,SAC,59,2083,100%,,,,,-4.5,2.0,89,55,75,13,174,32,785,49,49
Melvin Frazier,SG,25,OKC,3,120,11%,89%,,,,-38.7,-31.4,1,1,6,0,4,1,3,1,5
Tim Frazier,PG,31,TOT,12,208,100%,,,,,-19.2,-11.9,9,3,8,2,4,4,79,1,2
Tim Frazier,PG,31,ORL,10,200,100%,,,,,-17.7,-10.0,8,2,7,2,4,4,77,1,2
Tim Frazier,PG,31,CLE,2,8,100%,,,,,-57.9,-60.1,1,1,1,0,0,0,2,0,0
Enes Freedom,C,29,BOS,35,411,,,,,100%,8.9,1.4,3,9,29,4,15,1,19,5,16
Markelle Fultz,PG,23,ORL,18,360,69%,30%,1%,,,-3.9,4.8,23,15,14,1,15,3,246,7,13
Wenyen Gabriel,PF,24,TOT,26,358,,,8%,21%,71%,3.3,6.5,6,5,36,5,19,1,36,6,16
Wenyen Gabriel,PF,24,BRK,1,1,,,,,100%,100.0,98.7,0,0,0,0,0,0,0,0,0
Wenyen Gabriel,PF,24,LAC,6,46,,,,,100%,-3.0,-3.2,2,0,8,1,2,0,4,0,2
Wenyen Gabriel,PF,24,LAL,19,311,,,9%,24%,67%,3.9,7.6,4,5,28,4,17,1,32,6,14
,,,,,,,,,,,,,,,,,,,,,
Daniel Gafford,C,23,WAS,72,1444,,,,,100%,-6.7,-5.4,22,23,112,15,78,4,166,31,38
Danilo Gallinari,PF,33,ATL,66,1672,,,,76%,24%,2.9,1.9,10,15,36,8,63,5,241,6,12
Langston Galloway,SG,30,TOT,7,107,48%,31%,21%,,,-3.1,-5.4,3,1,4,1,0,1,29,0,1
Langston Galloway,SG,30,BRK,4,58,4%,57%,38%,,,10.9,9.7,2,1,3,1,0,1,13,0,0
Langston Galloway,SG,30,MIL,3,49,100%,,,,,-19.7,-23.2,1,0,1,0,0,0,16,0,1
Darius Garland,PG,22,CLE,68,2430,95%,5%,,,,6.7,12.1,146,64,49,14,78,19,1345,20,51
Marcus Garrett,SG,23,MIA,12,128,2%,62%,36%,1%,,9.6,5.1,1,1,8,0,3,1,17,1,3
Usman Garuba,PF,19,HOU,24,239,,,,17%,83%,6.6,16.6,3,1,13,2,4,2,41,1,6
Luka Garza,C,23,DET,32,389,,,,1%,99%,-7.5,0.6,7,2,31,7,24,9,48,8,17
Rudy Gay,PF,35,UTA,55,1038,,,,77%,23%,8.7,3.6,20,16,49,6,37,4,140,7,19
Paul George,PF,31,LAC,31,1077,,,40%,55%,6%,4.3,5.7,80,34,27,9,61,11,430,13,29
Taj Gibson,C,36,NYK,52,946,,,,10%,90%,4.1,4.9,8,3,56,11,22,4,84,4,9
Josh Giddey,SF,19,OKC,54,1700,,5%,66%,29%,,-8.5,-0.3,108,40,43,8,36,4,823,7,49
Shai Gilgeous-Alexander,PG,23,OKC,56,1942,65%,33%,2%,,,-6.8,2.9,78,50,61,19,168,6,806,35,64
Anthony Gill,PF,29,WAS,44,463,,,16%,77%,7%,8.3,13.1,9,3,36,4,26,6,64,4,12
Freddie Gillespie,PF,24,ORL,9,119,,,,28%,72%,-10.9,-2.8,1,1,9,2,3,3,12,1,5
Rudy Gobert,C,29,UTA,66,2120,,,,,100%,9.4,7.1,25,36,83,40,172,6,185,27,48
Brandon Goodwin,PG,26,CLE,36,502,100%,,,,,-5.0,-8.1,28,4,7,3,17,5,220,7,16
Jordan Goodwin,SG,23,WAS,2,6,48%,52%,,,,-100.0,-96.8,0,0,1,0,0,0,0,0,0
Aaron Gordon,PF,26,DEN,75,2376,,,3%,86%,11%,5.9,9.0,48,39,55,27,110,6,436,33,52
Eric Gordon,SG,33,HOU,57,1669,15%,46%,38%,,,-6.2,4.9,56,37,28,6,58,3,378,12,25
Devonte' Graham,PG,26,NOP,76,2162,93%,7%,,,,0.0,2.4,73,23,46,4,45,18,741,13,23
,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,PF,27,DET,47,1500,,,2%,95%,3%,-7.5,0.9,38,24,53,19,109,11,280,18,30
Hassani Gravett,PG,25,ORL,8,171,87%,13%,,,,-0.3,8.3,8,1,7,0,2,1,50,0,3
Danny Green,SF,34,PHI,62,1353,,6%,84%,10%,,2.4,-0.5,24,10,52,3,3,8,154,2,11
Draymond Green,PF,31,GSW,46,1329,,,6%,75%,19%,6.6,1.3,106,9,64,19,41,13,778,7,15
Jalen Green,SG,19,HOU,67,2138,19%,78%,3%,,,-12.1,-6.7,58,51,49,10,105,22,421,24,91
JaMychal Green,PF,31,DEN,67,1085,,,27%,63%,10%,-2.8,-7.0,23,8,77,23,41,10,148,2,31
Javonte Green,SF,28,CHI,65,1519,,13%,68%,19%,,1.8,3.4,9,10,68,5,47,12,143,8,17
Jeff Green,PF,35,DEN,75,1849,,,64%,29%,7%,2.0,-0.7,26,18,79,15,105,21,225,30,26
Josh Green,SG,21,DAL,67,1039,4%,63%,33%,,,3.5,-0.1,29,4,51,9,20,17,194,7,18
Blake Griffin,C,32,BRK,56,958,,,,16%,84%,-4.7,-8.0,14,9,45,5,34,37,253,10,19
Quentin Grimes,SG,21,NYK,46,786,14%,76%,10%,,,-1.1,-1.7,16,4,30,2,4,5,108,3,2
Kyle Guy,SG,24,MIA,19,186,50%,50%,,,,-13.1,-18.6,10,2,9,0,4,3,41,1,3
Rui Hachimura,PF,23,WAS,42,943,,,19%,77%,5%,-5.8,-3.4,11,10,22,3,33,1,125,8,16
Tyrese Haliburton,SG-PG,21,TOT,77,2695,33%,63%,4%,,,-6.0,-1.5,137,34,53,9,82,11,1479,19,37
Tyrese Haliburton,SG,21,SAC,51,1757,18%,78%,4%,,,-5.8,-0.6,79,17,30,6,44,4,882,14,27
Tyrese Haliburton,PG,21,IND,26,938,62%,35%,4%,,,-6.5,-3.2,58,17,23,3,38,7,597,5,10
Tyler Hall,SG,24,NYK,1,2,,100%,,,,-90.0,-90.3,0,0,0,0,0,0,0,0,0
R.J. Hampton,SG,20,ORL,64,1402,20%,76%,4%,,,-14.3,-9.5,52,21,51,3,52,11,409,10,38
Tim Hardaway Jr.,SG,29,DAL,42,1245,,50%,48%,2%,,1.3,-3.3,17,12,26,1,43,13,220,9,18
James Harden,PG,32,TOT,65,2419,59%,40%,1%,,,3.9,2.7,175,74,67,19,233,6,1536,53,93
James Harden,PG,32,BRK,44,1627,73%,26%,1%,,,1.6,0.3,131,55,45,13,154,3,1012,39,66
James Harden,PG,32,PHI,21,792,30%,71%,,,,8.7,7.6,44,19,22,6,79,3,524,14,27
Maurice Harkless,SF,28,SAC,47,863,,2%,75%,24%,,-4.5,1.2,12,6,38,7,13,2,54,3,9
Jared Harper,PG,24,NOP,5,43,100%,,,,,3.7,4.8,1,1,4,0,2,0,39,1,1
,,,,,,,,,,,,,,,,,,,,,
Montrezl Harrell,C,28,TOT,71,1641,,,,2%,98%,2.5,6.0,32,24,64,12,152,17,337,47,38
Montrezl Harrell,C,28,WAS,46,1117,,,,,100%,1.7,6.9,21,16,42,10,103,12,218,30,21
Montrezl Harrell,C,28,CHO,25,524,,,,7%,93%,4.2,4.2,11,8,22,2,49,5,119,17,17
Gary Harris,SG,27,ORL,61,1730,3%,82%,15%,,,-6.2,3.5,28,17,39,7,39,14,264,9,30
Joe Harris,SF,30,BRK,14,423,,7%,83%,10%,,1.8,0.5,7,3,11,4,2,0,33,1,6
Tobias Harris,PF,29,PHI,73,2543,,,,97%,3%,3.3,1.7,43,42,91,23,100,2,597,30,71
Shaquille Harrison,SG,28,BRK,2,23,,,72%,28%,,-10.8,-12.2,2,0,1,0,0,1,8,0,1
Josh Hart,SG,26,TOT,54,1791,7%,60%,32%,1%,,-5.3,-3.5,66,34,65,6,105,12,534,26,39
Josh Hart,SG,26,NOP,41,1374,10%,63%,27%,,,-3.7,-4.0,48,24,50,6,73,9,406,13,28
Josh Hart,SG,26,POR,13,417,,48%,49%,3%,,-10.4,-1.7,18,10,15,0,32,3,128,13,11
Isaiah Hartenstein,C,23,LAC,68,1216,,,,,100%,7.0,9.9,37,19,85,16,63,11,376,17,18
Udonis Haslem,C,41,MIA,13,83,,,,22%,78%,-10.7,-15.6,1,2,8,1,2,1,10,1,3
Sam Hauser,SF,24,BOS,26,158,,2%,57%,41%,,2.6,-5.3,1,0,2,0,0,0,24,0,1
Jaxson Hayes,C,21,NOP,70,1398,,,,48%,52%,0.7,2.8,18,13,85,19,102,6,101,31,19
Killian Hayes,PG,20,DET,66,1647,66%,32%,2%,,,-10.4,-4.2,62,21,91,6,29,11,665,4,30
Gordon Hayward,SF,31,CHO,49,1564,,3%,78%,18%,,-0.2,-1.2,42,22,35,15,67,8,445,17,27
Aaron Henry,SF,22,PHI,6,17,,11%,69%,21%,,-51.1,-54.1,1,0,2,0,0,0,0,0,2
Juancho Hernangómez,PF,26,TOT,40,445,,,7%,77%,17%,1.4,-4.4,11,3,14,1,18,0,53,3,6
Juancho Hernangómez,PF,26,BOS,18,96,,,12%,84%,5%,-17.4,-25.7,3,2,3,1,5,0,8,1,1
Juancho Hernangómez,PF,26,SAS,5,51,,,,64%,37%,3.3,3.3,2,0,0,0,2,0,8,0,0
Juancho Hernangómez,PF,26,UTA,17,298,,,6%,77%,17%,7.1,1.1,6,1,11,0,11,0,37,2,5
Willy Hernangómez,C,27,NOP,50,839,,,,,100%,-1.9,-1.0,20,14,48,15,64,2,144,15,27
Tyler Herro,SG,22,MIA,66,2151,25%,68%,7%,,,5.7,2.5,93,53,45,8,81,12,632,16,75
Buddy Hield,SG,29,TOT,81,2499,,35%,63%,3%,,-4.0,1.3,88,45,87,10,31,7,548,9,57
Buddy Hield,SG,29,SAC,55,1574,,31%,66%,3%,,-5.2,0.4,51,28,51,5,24,3,250,5,31
Buddy Hield,SG,29,IND,26,925,,41%,57%,2%,,-1.9,2.9,37,17,36,5,7,4,298,4,26
Haywood Highsmith,SF,25,MIA,19,163,,,21%,78%,1%,-9.1,-14.3,1,1,6,0,3,0,15,1,3
George Hill,PG,35,MIL,54,1253,95%,4%,,,,11.4,11.9,26,5,35,3,13,10,297,2,15
Malcolm Hill,SF-SG,26,TOT,19,212,,9%,64%,28%,,-6.5,-7.0,1,1,12,0,6,2,18,1,2
Malcolm Hill,SG,26,ATL,3,46,,24%,65%,11%,,7.9,6.1,0,0,5,0,2,0,2,0,0
Malcolm Hill,SF,26,CHI,16,166,,5%,63%,32%,,-10.5,-10.7,1,1,7,0,4,2,16,1,2
,,,,,,,,,,,,,,,,,,,,,
Solomon Hill,SF,30,ATL,13,139,,7%,88%,5%,,16.0,14.6,0,0,6,1,0,0,32,0,1
Nate Hinton,SG,22,IND,2,2,,66%,35%,,,93.3,97.4,1,0,0,0,0,0,0,0,0
Jaylen Hoard,SF,22,OKC,7,240,,4%,24%,40%,32%,-17.7,-10.0,5,2,11,1,8,0,41,2,10
Aaron Holiday,PG,25,TOT,63,1021,99%,1%,,,,-2.1,-3.2,42,16,41,3,29,9,370,7,18
Aaron Holiday,PG,25,WAS,41,663,100%,,,,,-6.6,-4.0,19,12,28,2,15,7,187,3,10
Aaron Holiday,PG,25,PHO,22,358,98%,2%,,,,6.4,-1.5,23,4,13,1,14,2,183,4,8
Jrue Holiday,PG,31,MIL,67,2207,75%,25%,,,,9.4,14.0,101,60,63,8,75,10,1110,11,42
Justin Holiday,SF-SG,32,TOT,74,2057,,27%,63%,9%,1%,-5.0,-0.4,47,20,82,2,22,23,295,3,17
Justin Holiday,SF,32,IND,49,1416,,10%,77%,12%,1%,-3.5,0.8,32,16,54,1,14,9,207,2,10
Justin Holiday,SG,32,SAC,25,641,,64%,32%,4%,,-8.2,-3.2,15,4,28,1,8,14,88,1,7
Richaun Holmes,C,28,SAC,45,1074,,,,1%,99%,-5.9,-0.6,18,18,74,13,44,4,118,17,20
Rodney Hood,PF-SF,29,TOT,52,709,,3%,29%,57%,11%,0.5,-2.7,8,1,19,0,8,3,96,2,0
Rodney Hood,PF,29,MIL,39,581,,,22%,65%,13%,-1.3,-5.3,5,1,17,0,5,2,77,1,0
Rodney Hood,SF,29,LAC,13,128,,16%,61%,23%,,9.0,9.1,3,0,2,0,3,1,19,1,0
Scotty Hopson,SG,32,OKC,1,18,,21%,50%,29%,,-14.2,-5.9,1,0,0,1,0,0,2,0,0
Al Horford,C,35,BOS,69,2005,,,,1%,99%,9.4,3.3,37,13,72,8,44,0,544,13,13
Talen Horton-Tucker,SG,21,LAL,60,1511,,14%,78%,9%,,-2.7,0.7,44,23,75,8,59,6,386,11,28
Danuel House Jr.,SF,28,TOT,42,727,,3%,66%,32%,,3.0,2.0,21,9,27,0,22,6,106,3,12
Danuel House Jr.,SF,28,HOU,16,233,,1%,31%,68%,,-7.3,1.9,11,5,10,0,5,1,48,1,5
Danuel House Jr.,SF,28,NYK,1,3,,,100%,,,14.3,14.0,0,0,0,0,0,0,0,0,0
Danuel House Jr.,SF,28,UTA,25,491,,4%,81%,15%,,7.9,2.1,10,4,17,0,17,5,58,2,7
Dwight Howard,C,36,LAL,60,971,,,,,100%,-6.2,-4.1,8,14,69,18,70,3,80,11,22
Markus Howard,SG,22,DEN,31,176,26%,70%,4%,,,-4.7,-7.3,5,0,9,1,5,4,18,1,9
Kevin Huerter,SF,23,ATL,74,2188,,58%,42%,1%,,4.0,4.8,50,23,82,5,20,6,484,5,23
Jay Huff,C,23,LAL,4,20,,,,,100%,31.5,34.8,0,1,1,0,0,1,3,0,0
Elijah Hughes,SG-SF,23,TOT,36,434,,35%,58%,7%,,-24.7,-20.9,5,9,26,1,5,7,53,2,3
Elijah Hughes,SF,23,UTA,14,112,,32%,57%,11%,,-30.8,-38.0,2,4,3,1,1,1,15,0,0
Elijah Hughes,SG,23,POR,22,322,1%,35%,59%,6%,,-22.6,-14.9,3,5,23,0,4,6,38,2,3
Feron Hunt,SF,22,NYK,2,8,,,90%,10%,,-1.1,-1.4,0,0,1,0,0,0,2,0,0
De'Andre Hunter,SF,24,ATL,53,1577,,,65%,35%,,0.9,-1.6,17,28,54,13,69,16,173,15,35
Chandler Hutchison,SF,25,PHO,6,22,,16%,54%,30%,,30.6,23.0,0,2,0,0,1,0,5,0,0
,,,,,,,,,,,,,,,,,,,,,
Bones Hyland,SG,21,DEN,69,1310,51%,46%,4%,,,1.5,-1.3,40,26,68,6,43,2,463,7,38
Serge Ibaka,C,32,TOT,54,877,,,,26%,74%,-2.2,-4.0,13,14,47,10,20,1,116,7,13
Serge Ibaka,C,32,LAC,35,538,,,,16%,84%,-3.0,-3.7,11,11,25,7,13,0,85,3,10
Serge Ibaka,C,32,MIL,19,339,,,,43%,58%,-0.9,-4.5,2,3,22,3,7,1,31,4,3
Andre Iguodala,SF,38,GSW,31,603,1%,13%,64%,21%,1%,10.2,5.2,22,4,19,0,6,8,275,0,2
Joe Ingles,SF,34,UTA,45,1122,,,91%,9%,,7.9,2.5,28,11,15,4,6,4,383,1,8
Brandon Ingram,SF,24,NOP,55,1869,,23%,60%,17%,,3.2,8.1,67,49,55,23,139,9,751,36,42
Kyrie Irving,PG,29,BRK,29,1091,99%,1%,,,,5.5,5.8,46,23,36,3,53,6,395,19,25
Wes Iwundu,SF,27,ATL,3,82,,1%,65%,34%,,0.7,-1.1,0,1,3,0,2,1,0,0,4
Frank Jackson,PG,23,DET,53,1164,45%,54%,1%,,,-7.3,1.1,20,8,50,3,48,10,138,12,25
Isaiah Jackson,C,20,IND,36,541,,,,24%,76%,-4.7,-0.8,12,5,43,17,40,5,24,8,9
Jaren Jackson Jr.,PF,22,MEM,78,2126,,,3%,55%,43%,7.7,4.1,35,31,136,52,162,10,206,35,98
Josh Jackson,SF,24,TOT,51,830,,2%,51%,47%,,-9.2,-1.7,33,8,41,3,39,16,127,12,22
Josh Jackson,SF,24,DET,39,707,,,47%,53%,,-9.2,-1.4,29,5,32,1,28,12,115,9,17
Josh Jackson,SF,24,SAC,12,123,,10%,77%,13%,,-9.0,-3.7,4,3,9,2,11,4,12,3,5
Justin Jackson,SF,26,TOT,7,37,,44%,22%,34%,,-22.0,-30.0,1,0,2,0,0,0,5,0,0
Justin Jackson,SF,26,BOS,1,2,,,,100%,,-125.0,-132.8,0,0,0,0,0,0,0,0,0
Justin Jackson,SF,26,PHO,6,35,,46%,24%,30%,,-16.1,-24.1,1,0,2,0,0,0,5,0,0
Reggie Jackson,SG,31,LAC,75,2337,76%,24%,,,,-1.0,-2.9,120,35,66,10,58,24,859,11,38
LeBron James,C,37,LAL,56,2084,,,6%,44%,50%,-2.1,2.1,114,45,59,18,157,18,843,57,46
DeJon Jarreau,SG,24,IND,1,1,,100%,,,,0.0,4.1,0,0,0,0,0,0,0,0,0
DaQuan Jeffries,SG,24,MEM,3,9,,10%,53%,37%,,-28.2,-34.0,0,0,1,0,0,0,2,0,0
Ty Jerome,SG,24,OKC,48,801,17%,61%,22%,,,-3.3,6.2,19,12,26,2,20,4,276,4,18
Isaiah Joe,SG,22,PHI,55,609,49%,47%,4%,,,2.2,-0.6,12,2,23,3,14,9,85,5,6
Alize Johnson,PF,25,TOT,23,167,,,8%,33%,60%,-10.7,-10.4,1,6,13,3,6,0,22,2,7
Alize Johnson,PF,25,CHI,16,121,,,4%,20%,76%,-21.8,-22.1,0,4,10,3,4,0,20,1,3
Alize Johnson,PF,25,WAS,3,18,,,39%,61%,,-3.8,-0.5,1,1,0,0,1,0,0,1,2
Alize Johnson,PF,25,NOP,4,28,,,4%,69%,27%,32.5,33.8,0,1,3,0,1,0,2,0,2
B.J. Johnson,SF,26,ORL,4,65,1%,49%,50%,,,-11.2,-3.0,0,0,3,0,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,,,
Cameron Johnson,PF,25,PHO,66,1730,,,3%,91%,6%,6.9,-1.5,24,15,60,3,55,16,232,18,29
David Johnson,SG,20,TOR,2,2,,100%,,,,-50.0,-52.2,0,0,0,0,0,0,0,0,0
Jalen Johnson,PF,20,ATL,22,120,,,,87%,13%,-6.4,-8.5,7,0,6,1,2,0,9,1,2
James Johnson,PF,34,BRK,62,1191,,,30%,66%,4%,-0.9,-3.2,27,9,80,8,30,3,318,9,19
Joe Johnson,SG,40,BOS,1,2,,,100%,,,-125.0,-132.8,0,0,0,0,0,0,0,0,0
Keldon Johnson,SF,22,SAS,75,2392,,2%,41%,56%,1%,1.7,4.0,39,29,72,18,116,13,390,32,63
Keon Johnson,SG,19,TOT,37,697,17%,65%,18%,,,-19.6,-14.4,22,17,43,1,19,5,178,4,23
Keon Johnson,SG,19,LAC,15,135,45%,55%,1%,,,-0.5,-0.7,3,3,14,0,8,3,29,1,4
Keon Johnson,SG,19,POR,22,562,10%,67%,22%,,,-24.1,-17.7,19,14,29,1,11,2,149,3,19
Stanley Johnson,PF,25,LAL,48,1094,,,23%,71%,6%,-1.2,2.6,15,10,50,6,35,5,195,8,19
Tyler Johnson,PG,29,TOT,6,91,100%,,,,,-6.1,-7.4,1,1,3,0,0,2,16,0,1
Tyler Johnson,PG,29,PHI,3,38,100%,,,,,8.8,6.2,0,1,1,0,0,0,5,0,1
Tyler Johnson,PG,29,SAS,3,53,100%,,,,,-16.8,-17.2,1,0,2,0,0,2,11,0,0
Nikola Jokić,C,26,DEN,74,2476,,,,,100%,8.4,16.4,173,76,101,21,188,10,1356,72,66
Carlik Jones,PG,24,TOT,5,23,100%,,,,,-33.2,-36.7,2,1,0,0,0,0,11,0,0
Carlik Jones,PG,24,DAL,3,19,100%,,,,,-35.5,-39.3,2,1,0,0,0,0,11,0,0
Carlik Jones,PG,24,DEN,2,4,100%,,,,,-22.2,-24.6,0,0,0,0,0,0,0,0,0
Damian Jones,C,26,SAC,56,1017,,,,,100%,-8.6,-4.2,22,16,71,15,66,7,167,21,18
Derrick Jones Jr.,PF,24,CHI,51,899,,1%,44%,46%,10%,2.2,3.3,7,8,54,9,35,6,75,10,20
Herbert Jones,PF,23,NOP,78,2335,,,23%,75%,2%,1.5,6.3,39,23,97,17,71,22,394,15,55
Jemerrio Jones,SF,26,LAL,2,15,,,19%,81%,,-43.3,-40.4,0,0,0,0,0,0,0,0,0
Kai Jones,C,21,CHO,21,63,,,9%,50%,41%,-7.8,-8.4,2,2,3,0,3,0,9,0,0
Mason Jones,SG,23,LAL,4,51,4%,72%,24%,,,17.5,20.9,0,1,4,0,6,0,10,3,0
Tre Jones,PG,22,SAS,69,1148,100%,,,,,-0.5,-0.9,29,10,30,5,40,27,572,12,28
Tyus Jones,PG,25,MEM,73,1549,100%,,,,,8.0,3.5,27,12,13,2,19,4,792,5,18
DeAndre Jordan,C,33,TOT,48,622,,,,,100%,-9.8,-9.5,13,10,39,9,20,0,52,2,6
DeAndre Jordan,C,33,LAL,32,408,,,,,100%,-11.0,-8.8,6,8,29,6,14,0,31,2,6
DeAndre Jordan,C,33,PHI,16,214,,,,,100%,-7.4,-10.7,7,2,10,3,6,0,21,0,0
,,,,,,,,,,,,,,,,,,,,,
Cory Joseph,PG,30,DET,65,1600,95%,6%,,,,-6.5,2.6,43,24,62,12,41,25,588,14,20
Georgios Kalaitzakis,SF,23,TOT,13,214,,16%,45%,39%,,-29.7,-24.7,12,6,6,1,14,0,28,4,0
Georgios Kalaitzakis,SF,23,MIL,9,48,,15%,68%,15%,2%,-50.5,-54.3,2,0,1,1,3,0,0,1,0
Georgios Kalaitzakis,SF,23,OKC,4,166,,16%,38%,46%,,-23.7,-16.1,10,6,5,0,11,0,28,3,0
Frank Kaminsky,C,28,PHO,9,181,,,,,100%,8.8,1.1,0,3,9,1,10,2,31,4,3
Luke Kennard,SG,25,LAC,70,1919,21%,74%,5%,,,3.8,7.1,38,14,37,6,23,3,353,8,17
Braxton Key,SF,24,TOT,11,197,,,8%,87%,6%,5.9,14.3,8,2,15,1,6,4,25,3,4
Braxton Key,SF,24,PHI,2,6,,,,100%,,-28.6,-31.3,1,1,1,0,0,0,2,0,0
Braxton Key,SF,24,DET,9,191,,,8%,86%,6%,7.0,15.7,7,1,14,1,6,4,23,3,4
George King,SF,28,DAL,4,19,,,26%,74%,,-60.0,-63.9,1,0,3,0,1,0,0,0,1
Louis King,SF,22,SAC,10,104,,8%,56%,35%,1%,-14.7,-9.5,0,0,7,0,5,2,21,1,1
Corey Kispert,SF,22,WAS,77,1801,,35%,62%,2%,,-0.1,5.8,21,14,48,7,27,6,198,6,20
Maxi Kleber,PF,30,DAL,59,1450,,,,53%,48%,4.1,0.8,12,11,76,14,21,20,172,5,14
Brandon Knight,PG,30,DAL,5,65,83%,17%,,,,-8.3,-12.1,2,0,2,1,0,1,20,0,2
Nathan Knight,PF,24,MIN,37,267,,,,27%,73%,4.4,2.1,6,5,19,6,29,0,54,4,12
Kevin Knox,SF,22,TOT,30,222,,12%,30%,57%,1%,-15.6,-17.2,3,1,12,0,9,1,25,0,4
Kevin Knox,SF,22,NYK,13,111,,,26%,72%,1%,-23.0,-24.0,2,0,3,0,4,0,7,0,1
Kevin Knox,SF,22,ATL,17,111,,25%,33%,42%,,-8.2,-10.4,1,1,9,0,5,1,18,0,3
John Konchar,SG,25,MEM,72,1292,24%,59%,17%,,,4.0,-2.6,21,7,52,1,22,4,266,2,4
Furkan Korkmaz,SG,24,PHI,67,1414,1%,26%,67%,6%,,0.9,-2.9,30,9,28,1,32,10,311,4,18
Luke Kornet,C,26,TOT,15,103,,,,2%,98%,8.0,1.2,0,0,9,0,3,0,23,2,2
Luke Kornet,C,26,CLE,2,15,,,,13%,87%,54.9,53.0,0,0,1,0,1,0,3,1,1
Luke Kornet,C,26,MIL,1,3,,,,,100%,-93.3,-96.6,0,0,1,0,0,0,0,0,0
Luke Kornet,C,26,BOS,12,85,,,,,100%,3.3,-4.5,0,0,7,0,2,0,20,1,1
Vit Krejci,SG,21,OKC,30,690,,19%,63%,18%,,-12.2,-4.8,16,7,34,2,12,3,140,2,9
Arnoldas Kulboka,SF,24,CHO,2,5,,,49%,51%,,-90.0,-90.7,0,0,1,0,0,0,0,0,0
Jonathan Kuminga,SF,19,GSW,70,1185,,,14%,63%,24%,2.0,-5.3,33,19,66,18,93,5,156,11,35
Kyle Kuzma,PF,26,WAS,66,2204,,,3%,85%,12%,-5.6,-5.3,74,48,74,19,101,6,554,25,35
Anthony Lamb,SF,24,SAS,2,8,,,50%,50%,,25.8,25.8,0,0,0,0,0,0,5,0,1
,,,,,,,,,,,,,,,,,,,,,
Jeremy Lamb,SF-SG,29,TOT,56,935,9%,43%,43%,5%,1%,-0.3,5.0,21,8,26,1,42,3,190,13,10
Jeremy Lamb,SF,29,IND,39,613,,35%,57%,7%,1%,1.5,6.6,13,5,20,1,30,1,120,7,6
Jeremy Lamb,SG,29,SAC,17,322,25%,58%,17%,,,-3.6,2.0,8,3,6,0,12,2,70,6,4
Jock Landale,C,26,SAS,54,589,,,,7%,93%,-1.5,-1.9,14,6,34,6,20,4,111,7,12
Romeo Langford,SG,22,TOT,48,771,3%,44%,52%,2%,,1.9,-6.7,9,3,28,1,19,5,53,6,14
Romeo Langford,SG,22,BOS,44,728,3%,43%,52%,2%,,1.3,-7.8,9,3,27,1,17,3,49,6,14
Romeo Langford,SG,22,SAS,4,43,,64%,36%,,,13.0,13.0,0,0,1,0,2,2,4,0,0
Zach LaVine,SG,26,CHI,67,2328,1%,50%,48%,2%,,-0.6,-0.7,69,69,61,14,154,1,702,35,61
Jake Layman,SF,27,MIN,34,231,,2%,53%,45%,,-2.1,-4.8,5,3,6,1,10,0,22,2,4
Damion Lee,SG,29,GSW,63,1256,4%,67%,29%,1%,,2.8,-4.3,9,11,50,10,23,16,160,5,12
Saben Lee,PG,22,DET,37,604,100%,,,,,-8.0,0.0,24,7,21,1,34,7,259,5,22
Alex Len,C,28,SAC,39,620,,,,,100%,-5.4,0.1,14,11,57,14,29,2,118,7,13
Caris LeVert,SG,27,TOT,58,1781,7%,71%,22%,,,-2.2,0.4,45,42,57,8,93,16,602,19,52
Caris LeVert,SG,27,IND,39,1214,7%,62%,32%,,,-1.4,3.7,29,30,39,5,67,11,415,14,38
Caris LeVert,SG,27,CLE,19,567,7%,91%,2%,,,-3.7,-6.8,16,12,18,3,26,5,187,5,14
Kira Lewis Jr.,PG,20,NOP,24,341,92%,8%,,,,-15.5,-15.8,19,5,8,0,6,4,120,2,6
Scottie Lewis,SG,21,CHO,2,7,33%,67%,,,,-26.7,-27.3,0,0,0,0,0,0,2,0,0
Damian Lillard,PG,31,POR,29,1056,100%,,,,,-1.5,10.1,59,17,21,4,53,9,505,8,22
Nassir Little,SF,21,POR,42,1088,,,64%,35%,,-0.7,11.3,15,15,50,5,44,5,147,12,14
Isaiah Livers,SF,23,DET,19,383,,2%,45%,53%,,-2.1,6.6,7,6,23,1,7,1,55,1,3
Kevon Looney,C,25,GSW,82,1732,,,,1%,99%,6.2,0.7,25,17,113,19,60,2,400,9,36
Brook Lopez,C,33,MIL,13,298,,,,,100%,-1.5,-5.1,4,2,18,5,10,0,14,3,5
Robin Lopez,C,33,ORL,36,612,,,,,100%,-6.5,2.0,9,11,36,17,24,2,127,6,5
Didi Louzada,SG-SF,22,TOT,9,129,,19%,76%,5%,,-32.2,-24.4,2,2,8,0,0,1,11,0,3
Didi Louzada,SF,22,NOP,2,7,,,,100%,,-37.9,-36.9,0,0,0,0,0,0,2,0,0
Didi Louzada,SG,22,POR,7,122,,20%,80%,,,-31.9,-23.7,2,2,8,0,0,1,9,0,3
