SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2013-14,202732,MIA,3,2,1,1,0,0,0,0,2,0,0,2
2013-14,202734,ORL,2954,499,138,295,57,161,52,124,152,159,12,14
2013-14,202738,SAC,4962,1465,369,732,127,364,346,178,560,201,180,6
2013-14,202779,TOR,278,43,10,31,5,17,8,10,10,15,0,0
2013-14,202874,MIL,245,48,21,34,0,1,6,30,12,0,0,6
2013-14,202933,TOR,226,18,5,9,2,8,2,2,8,6,0,0
2013-14,202952,SAS,28,2,1,4,0,0,0,0,2,0,0,2
2013-14,202952,UTA,101,13,5,8,1,4,0,4,6,3,0,2
2013-14,202962,HOU,204,38,18,28,0,0,2,16,20,0,0,14
2013-14,202970,ATL,835,112,52,102,0,0,8,82,22,0,0,12
2013-14,203076,NOP,4539,1394,520,996,2,9,348,694,346,6,0,158
2013-14,203077,CHA,2809,448,166,344,1,9,113,228,104,3,0,32
2013-14,203078,WAS,4874,1249,343,806,138,343,149,352,334,390,24,16
2013-14,203079,CLE,4004,1113,338,743,92,250,161,240,436,240,36,4
2013-14,203080,POR,1700,339,141,292,0,1,57,174,108,0,0,62
2013-14,203081,POR,5841,1695,335,750,218,554,371,180,490,390,264,6
2013-14,203082,TOR,4158,879,157,343,161,408,82,170,144,459,24,12
2013-14,203083,DET,5112,1095,479,767,0,2,137,550,408,0,0,320
2013-14,203084,GSW,4420,738,205,489,66,190,130,202,208,192,6,16
2013-14,203085,NOP,2522,530,156,375,36,99,110,68,244,105,3,8
2013-14,203086,POR,718,98,41,85,0,6,16,74,8,0,0,6
2013-14,203087,OKC,3011,665,175,362,88,247,51,198,152,237,27,16
2013-14,203088,LAL,3233,430,99,241,71,178,19,42,156,186,27,4
2013-14,203089,MIL,3532,779,344,638,0,1,91,450,238,0,0,108
2013-14,203090,ORL,3790,592,165,329,59,154,85,186,144,159,18,42
2013-14,203092,CLE,2015,399,156,289,0,1,87,246,66,0,0,40
2013-14,203093,HOU,4119,921,355,611,31,101,118,460,250,84,9,88
2013-14,203094,ORL,2276,435,152,331,28,89,47,178,126,81,3,20
2013-14,203095,DEN,3113,638,139,307,89,237,93,134,144,240,27,6
2013-14,203096,BOS,3992,982,328,691,56,208,158,314,342,168,0,154
2013-14,203098,ATL,310,40,12,24,4,18,4,14,10,12,0,0
2013-14,203099,ATL,45,2,1,1,0,1,0,2,0,0,0,0
2013-14,203099,SAC,114,24,4,13,1,6,13,2,6,3,0,0
2013-14,203100,PHI,3642,939,305,620,40,188,209,232,378,78,42,36
2013-14,203101,PHX,3882,646,286,553,0,0,74,338,234,0,0,100
2013-14,203102,PHI,396,36,16,38,0,0,4,24,8,0,0,8
2013-14,203103,OKC,1496,216,61,120,22,61,28,88,34,66,0,14
2013-14,203104,BKN,397,62,19,45,3,8,15,8,30,6,3,0
2013-14,203104,CHI,442,45,14,56,2,10,11,6,22,3,3,0
2013-14,203106,CHA,1226,208,64,151,18,67,26,92,36,54,0,8
2013-14,203108,DAL,301,28,11,22,0,1,6,12,10,0,0,8
2013-14,203109,DAL,2441,356,80,145,50,151,46,88,72,144,6,22
2013-14,203110,GSW,3592,511,132,294,55,165,82,168,96,156,9,46
2013-14,203112,SAC,1528,152,58,117,2,10,30,80,36,6,0,20
2013-14,203112,TOR,124,19,4,9,2,5,5,6,2,6,0,2
2013-14,203113,DEN,1629,257,64,162,30,94,39,58,70,84,6,12
2013-14,203114,MIL,4713,990,256,564,120,290,118,352,160,345,15,18
2013-14,203115,POR,768,166,55,123,10,33,26,54,56,24,6,16
2013-14,203117,ORL,1328,191,27,70,36,90,29,26,28,99,9,2
2013-14,203118,ATL,2905,767,239,428,62,200,103,410,68,186,0,38
2013-14,203120,CHA,9,0,0,0,0,0,0,0,0,0,0,0
2013-14,203120,MIA,129,26,6,11,3,9,5,10,2,9,0,0
2013-14,203121,NOP,1380,200,48,89,25,77,29,60,36,69,6,0
2013-14,203124,ORL,2320,429,186,368,0,3,57,252,120,0,0,42
2013-14,203133,MIN,1315,181,35,88,32,89,15,40,30,96,0,16
2013-14,203135,LAL,2241,350,143,300,0,0,64,234,52,0,0,28
2013-14,203136,GSW,200,15,5,13,0,0,5,10,0,0,0,0
2013-14,203138,PHI,3543,461,104,205,67,167,52,132,76,189,12,30
2013-14,203141,BKN,2687,622,85,180,136,349,44,94,76,396,12,24
2013-14,203142,IND,520,153,22,38,33,79,10,12,32,90,9,4
2013-14,203143,NYK,2351,252,23,51,65,140,11,14,32,132,63,2
2013-14,203144,MIN,1307,250,46,135,30,102,68,36,56,57,33,12
2013-14,203145,GSW,548,101,26,58,10,39,19,12,40,12,18,2
2013-14,203145,LAL,1360,302,78,157,33,89,47,66,90,75,24,2
2013-14,203148,NOP,3204,677,180,403,64,178,125,112,248,132,60,0
2013-14,203156,CLE,339,44,18,45,0,0,8,22,14,0,0,12
2013-14,203156,PHI,1400,306,112,228,0,1,82,132,92,0,0,40
2013-14,203187,BOS,1537,250,42,87,43,127,37,56,28,126,3,14
2013-14,203197,UTA,1960,248,65,169,36,96,10,46,84,96,12,0
2013-14,203263,ATL,106,18,3,8,3,10,3,6,0,9,0,0
2013-14,203263,PHI,222,26,4,13,5,15,3,4,4,15,0,0
2013-14,203268,BKN,469,62,22,42,3,12,9,34,10,9,0,2
2013-14,203315,NYK,747,140,51,117,5,12,23,36,66,9,6,2
2013-14,203318,WAS,216,32,6,20,5,17,5,8,4,15,0,0
2013-14,203382,SAS,978,161,71,163,0,0,19,92,50,0,0,34
2013-14,203458,PHX,734,86,33,78,0,0,20,32,34,0,0,24
2013-14,203459,POR,206,33,6,19,6,14,3,8,4,15,3,2
2013-14,203460,OKC,790,75,31,55,2,13,7,28,34,6,0,24
2013-14,203461,CLE,1310,217,67,172,13,53,44,82,52,39,0,22
2013-14,203462,PHX,1076,194,71,131,5,36,37,54,88,15,0,10
2013-14,203463,SAC,4312,720,160,382,95,297,115,198,122,270,15,26
2013-14,203467,CLE,82,19,5,9,2,5,3,10,0,6,0,0
2013-14,203468,POR,939,201,44,98,30,80,23,32,56,81,9,4
2013-14,203469,CHA,2774,490,172,403,0,1,146,224,120,0,0,76
2013-14,203471,ATL,1230,183,62,146,10,42,29,42,82,27,3,0
2013-14,203473,GSW,14,1,0,1,0,0,1,0,0,0,0,0
2013-14,203473,ORL,439,59,23,53,0,0,13,30,16,0,0,8
2013-14,203473,PHI,303,37,15,29,0,0,7,16,14,0,0,10
2013-14,203476,MIN,1650,286,112,226,1,1,59,158,66,3,0,46
2013-14,203477,HOU,534,101,13,32,18,55,21,8,18,42,12,2
2013-14,203479,MEM,311,39,11,28,5,11,2,14,8,15,0,2
2013-14,203480,CHA,6,0,0,2,0,1,0,0,0,0,0,0
2013-14,203480,NOP,53,14,2,7,3,5,1,4,0,9,0,0
2013-14,203481,NOP,1315,190,69,128,0,1,52,114,24,0,0,14
2013-14,203482,BOS,2770,607,194,388,40,114,99,266,122,117,3,56
2013-14,203484,DET,3136,470,123,275,59,185,47,156,90,171,6,18
2013-14,203485,PHI,472,64,23,56,3,30,9,14,32,6,3,2
2013-14,203486,BKN,2434,520,199,299,0,3,122,324,74,0,0,44
2013-14,203487,PHI,4978,1167,372,846,55,208,258,190,554,108,57,68
2013-14,203488,ATL,422,76,31,70,0,3,14,52,10,0,0,6
2013-14,203489,MIL,2519,417,152,327,18,62,59,104,200,42,12,12
2013-14,203490,WAS,614,78,29,70,4,21,8,38,20,9,3,8
2013-14,203491,DET,411,54,11,32,7,25,11,2,20,9,12,0
2013-14,203492,SAC,1729,280,91,241,22,59,32,66,116,60,6,8
2013-14,203493,LAC,795,115,21,48,22,73,7,32,10,60,6,6
2013-14,203495,DAL,68,19,3,9,3,8,4,2,4,6,3,0
2013-14,203496,HOU,68,16,2,3,4,11,0,4,0,12,0,0
2013-14,203497,UTA,838,104,36,74,0,0,32,48,24,0,0,20
2013-14,203498,MIN,579,143,54,113,3,11,26,58,50,9,0,8
2013-14,203499,DAL,954,132,40,99,12,38,16,18,62,30,6,2
2013-14,203500,OKC,2353,265,93,185,0,0,79,114,72,0,0,60
2013-14,203501,NYK,3605,824,164,329,130,358,106,176,152,339,51,4
2013-14,203502,DET,158,22,4,11,1,1,11,4,4,3,0,4
2013-14,203503,CHI,2291,346,72,158,57,178,31,82,62,171,0,4
2013-14,203504,UTA,4313,895,230,561,111,336,102,124,336,282,51,4
2013-14,203505,BOS,30,5,2,3,0,1,1,0,4,0,0,0
2013-14,203506,ORL,4885,1106,318,710,74,226,248,150,486,162,60,14
2013-14,203507,MIL,3642,525,132,300,41,118,138,164,100,87,36,34
2013-14,203508,CLE,316,37,8,16,4,19,9,12,4,12,0,0
2013-14,203513,CHI,124,6,3,10,0,3,0,6,0,0,0,0
2013-14,203515,BOS,2185,213,50,147,28,106,29,18,82,72,12,8
2013-14,203517,GSW,295,26,5,21,3,18,7,4,6,3,6,0
2013-14,203519,ORL,45,7,3,6,0,3,1,2,4,0,0,0
2013-14,203519,PHI,26,7,2,3,1,2,0,0,4,3,0,0
2013-14,203521,CLE,2451,339,65,141,57,155,38,62,68,159,12,8
2013-14,203524,IND,423,47,10,17,7,23,6,8,12,15,6,2
2013-14,203527,LAL,2729,472,109,229,48,142,110,136,82,132,12,10
2013-14,203539,DAL,593,73,25,66,5,20,8,18,32,15,0,0
2013-14,203540,DET,475,83,27,58,7,39,8,30,24,21,0,8
2013-14,203543,BOS,936,164,52,107,12,40,24,70,34,36,0,20
2013-14,203544,ATL,1838,352,67,123,56,171,50,72,62,165,3,36
2013-14,203545,MIL,894,181,68,126,0,0,45,92,44,0,0,26
2013-14,203546,UTA,335,68,15,36,11,31,5,12,18,30,3,0
2013-14,203552,CLE,18,3,0,2,1,1,0,0,0,3,0,0
2013-14,203552,MEM,8,0,0,0,0,0,0,0,0,0,0,0
2013-14,203561,PHI,1166,144,52,118,2,10,34,76,28,6,0,14
2013-14,203569,BOS,260,22,2,3,6,27,0,4,0,18,0,0
2013-14,203584,HOU,145,42,3,6,12,25,0,2,4,27,9,0
2013-14,203810,PHI,236,48,11,21,7,21,5,10,12,15,6,0
2013-14,203816,CLE,15,1,0,2,0,2,1,0,0,0,0,0
2014-15,708,BKN,1613,285,124,269,1,6,34,190,58,3,0,12
2014-15,708,MIN,200,38,18,30,0,1,2,34,2,0,0,0
2014-15,977,LAL,2402,782,212,529,54,184,196,118,306,75,87,4
2014-15,1495,SAS,4342,1070,417,812,2,7,230,616,218,6,0,66
2014-15,1713,MEM,2109,384,66,174,69,232,45,32,100,192,15,12
2014-15,1717,DAL,4502,1333,383,788,104,274,255,490,276,309,3,10
2014-15,1718,WAS,3795,868,175,353,118,303,164,200,150,354,0,16
2014-15,1737,CHI,247,27,13,30,0,0,1,16,10,0,0,8
2014-15,1882,ATL,939,96,42,94,0,1,12,70,14,0,0,10
2014-15,1889,SAC,1224,172,62,122,6,26,30,38,86,12,6,2
2014-15,1889,WAS,1134,183,76,134,1,8,28,42,110,3,0,6
2014-15,1890,CLE,2097,276,107,221,12,46,26,164,50,36,0,24
2014-15,1891,HOU,3326,541,62,123,126,323,39,58,66,354,24,0
2014-15,1905,BKN,72,3,0,5,0,0,3,0,0,0,0,0
2014-15,1938,SAS,3146,738,162,331,89,258,147,146,178,216,51,8
2014-15,2030,MIL,211,20,9,22,0,0,2,16,2,0,0,0
2014-15,2034,CLE,1356,109,5,16,32,98,3,2,8,96,0,2
2014-15,2037,LAC,3359,1010,213,475,119,364,227,136,290,270,87,2
2014-15,2045,LAC,1379,232,23,49,60,139,6,26,20,165,15,2
2014-15,2199,DAL,4534,771,293,440,0,0,185,426,160,0,0,146
2014-15,2200,CHI,5233,1446,558,1127,12,26,294,682,434,36,0,166
2014-15,2202,PHI,812,172,31,82,31,96,17,28,34,72,21,4
2014-15,2207,BKN,5349,1154,325,688,121,337,141,150,500,324,39,10
2014-15,2210,DAL,2459,432,78,169,66,155,78,90,66,183,15,4
2014-15,2216,MEM,4392,1143,447,912,7,20,228,426,468,18,3,142
2014-15,2217,CLE,238,35,14,30,0,0,7,22,6,0,0,2
2014-15,2222,BOS,554,35,13,31,1,3,6,16,10,3,0,8
2014-15,2223,NYK,1004,128,57,130,0,0,14,76,38,0,0,18
2014-15,2225,SAS,3793,976,366,743,38,89,130,178,554,108,6,2
2014-15,2365,MIA,2129,320,116,194,4,13,76,182,50,12,0,38
2014-15,2399,CHI,3525,595,102,218,107,263,70,156,48,309,12,16
2014-15,2400,WAS,1654,277,87,217,23,59,34,114,60,66,3,34
2014-15,2403,WAS,3302,737,306,596,1,5,122,428,184,3,0,20
2014-15,2405,DAL,763,248,104,178,0,1,40,112,96,0,0,20
2014-15,2405,NYK,1610,432,169,308,0,3,94,144,194,0,0,46
2014-15,2406,DET,3095,460,78,177,83,219,55,106,50,231,18,8
2014-15,2419,BOS,380,76,28,51,5,8,5,24,32,15,0,2
2014-15,2419,DET,1076,168,58,134,11,26,19,82,34,33,0,4
2014-15,2419,MEM,1172,190,60,150,15,33,25,68,52,42,3,6
2014-15,2422,NOP,506,42,8,22,8,26,2,8,8,21,3,0
2014-15,2430,LAL,3335,836,371,743,0,0,94,492,250,0,0,74
2014-15,2440,LAC,4473,764,141,248,136,376,74,204,78,402,6,12
2014-15,2446,WAS,2908,580,127,282,91,235,53,174,80,258,15,12
2014-15,2449,IND,3239,763,295,622,5,20,158,382,208,12,3,84
2014-15,2457,CHA,136,41,6,13,9,22,2,4,8,27,0,0
2014-15,2501,SAC,1455,176,58,135,0,2,60,70,46,0,0,30
2014-15,2544,CLE,4805,1743,504,940,120,339,375,318,690,168,192,22
2014-15,2546,NYK,2691,966,297,627,61,179,189,226,368,144,39,38
2014-15,2547,MIA,2911,928,280,577,63,168,179,290,270,186,3,16
2014-15,2548,MIA,3734,1331,480,982,29,102,284,328,632,42,45,32
2014-15,2549,POR,2693,638,283,549,0,0,72,356,210,0,0,84
2014-15,2550,CHI,3116,377,84,213,58,168,35,76,92,162,12,4
2014-15,2555,OKC,2165,273,90,193,16,60,45,124,56,48,0,38
2014-15,2557,ORL,1342,188,55,113,20,63,18,18,92,45,15,2
2014-15,2561,IND,3690,769,319,666,4,20,119,472,166,12,0,46
2014-15,2563,LAC,244,21,6,17,0,4,9,12,0,0,0,0
2014-15,2564,SAS,3851,708,237,463,54,169,72,256,218,156,6,18
2014-15,2570,CLE,323,44,20,41,0,0,4,28,12,0,0,4
2014-15,2570,OKC,1920,202,82,185,0,1,38,110,54,0,0,26
2014-15,2571,GSW,1981,467,140,274,43,112,58,180,100,114,15,8
2014-15,2581,POR,2990,350,45,108,77,219,29,30,60,174,57,0
2014-15,2584,ORL,1840,306,76,185,42,121,28,62,90,105,21,6
2014-15,2585,MIL,3382,606,240,526,0,3,126,356,124,0,0,54
2014-15,2588,SAS,1834,264,48,104,46,126,30,60,36,138,0,8
2014-15,2590,CHA,1638,465,101,235,60,178,83,48,154,114,66,2
2014-15,2590,MIN,2262,499,121,277,59,170,80,74,168,96,81,2
2014-15,2592,CLE,1306,250,11,26,63,175,39,18,4,186,3,0
2014-15,2594,ATL,4771,911,71,151,221,449,106,130,12,639,24,0
2014-15,2617,MIA,1862,261,105,229,2,10,45,146,64,6,0,32
2014-15,2730,HOU,2429,646,250,421,1,2,143,306,194,3,0,70
2014-15,2732,ORL,1529,349,94,198,35,97,56,62,126,75,30,0
2014-15,2733,GSW,2921,461,198,394,0,2,65,182,214,0,0,12
2014-15,2734,DAL,3345,665,124,258,95,266,132,56,192,231,54,2
2014-15,2736,MIA,4577,1007,291,567,78,220,191,346,236,228,6,48
2014-15,2738,GSW,4174,604,157,284,74,212,68,202,112,201,21,12
2014-15,2743,WAS,2568,509,211,439,0,7,87,334,88,0,0,58
2014-15,2744,CHA,3845,1082,484,1005,2,5,108,578,390,3,3,56
2014-15,2746,DET,1758,367,144,354,9,37,52,176,112,24,3,28
2014-15,2746,HOU,2867,660,198,405,63,191,75,220,176,183,6,38
2014-15,2747,CLE,2843,586,83,168,131,336,27,74,92,324,69,2
2014-15,2747,NYK,1179,261,69,161,32,90,27,48,90,63,33,2
2014-15,2748,POR,1175,219,31,82,41,108,34,24,38,120,3,6
2014-15,2749,BOS,242,29,4,16,5,25,6,0,8,6,9,0
2014-15,2749,DAL,1149,167,23,60,38,103,7,14,32,66,48,2
2014-15,2749,DEN,1377,327,89,170,46,130,11,46,132,75,63,0
2014-15,2754,MEM,3150,539,215,426,10,29,79,256,174,30,0,64
2014-15,2755,MIN,2585,779,192,434,75,191,170,210,174,192,33,8
2014-15,2757,MEM,2854,605,220,408,26,97,87,186,254,69,9,0
2014-15,2760,CLE,1207,255,111,198,0,2,33,196,26,0,0,14
2014-15,2772,HOU,5838,1048,172,355,194,555,122,200,144,543,39,14
2014-15,2853,PHX,278,32,10,35,2,4,6,18,2,6,0,2
2014-15,101106,GSW,3212,422,200,355,0,0,22,264,136,0,0,98
2014-15,101107,CHA,3964,577,115,230,95,265,62,172,58,279,6,26
2014-15,101108,LAC,5651,1564,429,821,139,349,289,100,758,177,240,2
2014-15,101109,DAL,565,108,33,72,10,34,12,16,50,18,12,0
2014-15,101110,WAS,696,106,14,48,10,43,48,10,18,27,3,4
2014-15,101111,DAL,1390,403,67,141,83,221,20,90,44,246,3,14
2014-15,101112,ORL,3660,549,55,141,136,346,31,70,40,399,9,10
2014-15,101114,BKN,4090,884,211,534,87,237,201,84,338,207,54,6
2014-15,101122,MIA,1128,188,35,78,30,84,28,40,30,84,6,6
2014-15,101123,PHX,2907,884,187,391,137,387,99,144,230,303,108,10
2014-15,101126,DEN,904,192,47,112,24,92,26,26,68,48,24,0
2014-15,101126,LAC,248,46,10,31,7,20,5,8,12,15,6,0
2014-15,101127,BKN,4350,957,320,671,39,146,200,122,518,102,15,2
2014-15,101128,HOU,382,45,7,18,10,45,1,8,6,27,3,0
2014-15,101131,CHA,1690,203,81,192,0,0,41,122,40,0,0,28
2014-15,101133,IND,2192,265,117,212,0,0,31,142,92,0,0,54
2014-15,101135,GSW,1821,388,160,311,0,2,68,226,94,0,0,46
2014-15,101138,BOS,3790,866,335,651,9,32,169,462,208,27,0,80
2014-15,101139,IND,3627,942,175,381,154,446,130,222,128,420,42,2
2014-15,101141,MIL,2583,669,189,367,74,190,69,270,108,216,6,48
2014-15,101142,MIN,40,0,0,0,0,0,0,0,0,0,0,0
2014-15,101145,DAL,5422,1513,521,1070,81,284,228,332,710,171,72,20
2014-15,101150,TOR,3937,1242,223,481,152,447,340,126,320,258,198,4
2014-15,101161,TOR,3820,694,279,473,19,46,79,382,176,57,0,94
2014-15,101162,WAS,4828,1001,439,772,0,3,123,674,204,0,0,70
2014-15,101179,LAL,1920,221,46,114,31,109,36,24,68,81,12,0
2014-15,101181,NYK,2428,382,88,212,59,142,29,96,80,153,24,2
2014-15,101183,BOS,49,7,3,9,0,1,1,4,2,0,0,2
2014-15,101183,PHX,210,17,6,21,0,4,5,4,8,0,0,2
2014-15,101187,BKN,3385,545,122,230,73,210,82,132,112,180,39,0
2014-15,101198,WAS,131,22,10,22,0,9,2,2,18,0,0,0
2014-15,101236,TOR,490,50,22,46,0,0,6,40,4,0,0,4
2014-15,101249,DET,516,98,33,75,9,29,5,12,54,21,6,0
2014-15,200745,NYK,1510,430,149,320,15,41,87,204,94,45,0,18
2014-15,200746,POR,4918,1661,622,1310,37,105,306,582,662,102,9,140
2014-15,200751,DEN,2188,435,54,139,94,263,45,28,80,231,51,2
2014-15,200752,SAC,4788,1432,429,896,79,220,337,268,590,174,63,68
2014-15,200755,LAC,4782,1277,247,480,200,458,183,438,56,576,24,4
2014-15,200757,ATL,1854,278,79,171,25,78,45,108,50,72,3,12
2014-15,200761,DET,309,49,15,34,4,26,7,22,8,12,0,2
2014-15,200761,MIA,1719,292,42,88,60,152,28,50,34,177,3,16
2014-15,200765,BOS,1434,182,73,168,8,32,12,32,114,15,9,0
2014-15,200765,DAL,2641,426,175,391,19,54,19,98,252,48,9,16
2014-15,200768,TOR,4728,1244,298,652,132,391,252,156,440,228,168,24
2014-15,200769,MIA,163,20,4,12,3,7,3,0,8,3,6,0
2014-15,200770,LAC,1038,167,26,61,35,97,10,14,38,75,30,0
2014-15,200777,POR,1201,169,74,151,0,0,21,102,46,0,0,18
2014-15,200779,OKC,183,15,3,6,3,15,0,6,0,9,0,0
2014-15,200779,UTA,224,48,0,2,16,33,0,0,0,48,0,0
2014-15,200782,PHX,4747,713,174,344,87,252,104,138,210,228,33,50
2014-15,200794,ATL,4708,1218,366,714,77,216,255,432,300,219,12,82
2014-15,200797,SAC,870,137,53,82,0,0,31,68,38,0,0,22
2014-15,200811,CLE,159,11,4,12,0,0,3,6,2,0,0,2
2014-15,200811,NYK,1625,248,105,242,0,1,38,140,70,0,0,38
2014-15,200826,DAL,2664,580,171,369,54,167,76,52,290,105,57,6
2014-15,201142,OKC,1856,686,174,308,64,159,146,178,170,126,66,10
2014-15,201143,ATL,4503,1156,508,929,11,36,107,802,214,30,3,48
2014-15,201144,MEM,4250,1107,286,605,107,277,214,138,434,231,90,6
2014-15,201145,BOS,2214,580,159,321,47,154,121,160,158,126,15,8
2014-15,201145,MEM,2577,588,160,354,50,138,118,158,162,123,27,18
2014-15,201147,HOU,2925,666,194,386,55,194,113,256,132,162,3,12
2014-15,201147,MIN,1377,251,86,184,8,41,55,112,60,21,3,8
2014-15,201148,BOS,170,26,12,21,0,0,2,22,2,0,0,2
2014-15,201148,DAL,973,238,101,135,0,0,36,154,48,0,0,32
2014-15,201148,PHX,1695,280,120,204,0,3,40,168,72,0,0,32
2014-15,201149,CHI,3956,485,190,425,0,2,105,242,138,0,0,94
2014-15,201150,LAC,2469,425,108,239,55,176,44,164,52,165,0,16
2014-15,201152,BKN,1603,386,143,277,19,50,43,160,126,51,6,30
2014-15,201152,MIN,3155,685,270,576,19,65,88,300,240,54,3,42
2014-15,201155,IND,3620,896,277,613,55,141,177,216,338,132,33,10
2014-15,201156,LAL,1976,563,91,251,83,225,132,56,126,153,96,8
2014-15,201158,SAS,2703,568,113,240,86,230,84,144,82,237,21,4
2014-15,201160,NYK,3400,656,242,550,15,42,127,352,132,45,0,20
2014-15,201162,MIL,3332,518,124,231,74,192,48,194,54,222,0,14
2014-15,201163,DEN,4917,1085,279,569,139,406,110,252,306,390,27,52
2014-15,201166,CHI,3630,954,223,504,121,313,145,56,390,222,141,0
2014-15,201167,DEN,3462,771,199,414,82,243,127,216,182,240,6,4
2014-15,201167,POR,1457,264,58,137,36,90,40,66,50,99,9,2
2014-15,201168,SAS,2007,428,169,303,0,0,90,234,104,0,0,40
2014-15,201171,SAC,2331,503,190,369,0,0,123,272,108,0,0,42
2014-15,201175,LAC,1759,294,117,251,0,4,60,178,56,0,0,20
2014-15,201177,MIA,542,72,20,34,8,19,8,24,16,21,3,4
2014-15,201188,MEM,5129,1413,527,1055,3,17,350,662,392,6,3,56
2014-15,201196,SAC,1227,196,57,155,6,28,64,50,64,15,3,0
2014-15,201196,WAS,1049,206,49,119,13,32,69,44,54,30,9,2
2014-15,201202,DET,774,87,36,62,0,0,15,52,20,0,0,12
2014-15,201228,IND,2793,570,111,242,70,175,138,70,152,162,48,4
2014-15,201229,DET,2253,402,53,91,82,228,50,80,26,246,0,22
2014-15,201229,PHX,550,80,2,12,24,62,4,4,0,72,0,0
2014-15,201563,MIA,975,212,84,178,8,34,20,60,108,24,0,14
2014-15,201564,MIL,3363,806,197,424,99,277,115,246,148,273,24,8
2014-15,201565,CHI,3013,904,262,564,76,271,152,130,394,156,72,20
2014-15,201566,OKC,4709,1886,541,1183,86,288,546,200,882,132,126,36
2014-15,201567,CLE,4884,1228,269,560,144,392,258,372,166,426,6,54
2014-15,201568,DEN,2846,734,121,267,107,301,171,106,136,282,39,6
2014-15,201569,NOP,3830,818,144,379,141,315,107,104,184,399,24,8
2014-15,201571,DET,2464,574,140,311,49,150,147,36,244,72,75,2
2014-15,201571,OKC,1366,203,35,90,34,96,31,18,52,75,27,0
2014-15,201572,BKN,4059,1236,505,977,1,10,223,654,356,3,0,140
2014-15,201573,MIL,3313,598,183,396,37,120,121,148,218,108,3,2
2014-15,201574,SAC,3903,491,201,427,0,1,89,268,134,0,0,74
2014-15,201575,GSW,572,30,8,27,3,27,5,4,12,9,0,2
2014-15,201577,POR,3160,566,234,436,0,1,98,330,138,0,0,94
2014-15,201578,GSW,2490,791,313,628,5,18,150,488,138,12,3,84
2014-15,201579,IND,3654,802,317,708,0,2,168,382,252,0,0,68
2014-15,201580,DEN,403,88,34,61,0,0,20,56,12,0,0,8
2014-15,201580,PHI,127,18,8,18,0,0,2,12,4,0,0,2
2014-15,201581,DEN,2802,552,218,457,0,2,116,292,144,0,0,80
2014-15,201582,NOP,1794,443,181,329,0,0,81,222,140,0,0,52
2014-15,201583,NOP,3208,833,169,370,122,359,129,128,210,345,21,72
2014-15,201584,MEM,4503,777,198,419,90,224,111,238,158,267,3,0
2014-15,201585,MEM,2554,419,182,358,0,0,55,274,90,0,0,58
2014-15,201586,OKC,4176,917,297,581,77,205,92,440,154,228,3,58
2014-15,201587,POR,4676,664,140,291,100,309,84,158,122,231,69,24
2014-15,201588,IND,2438,692,186,342,69,193,113,88,284,150,57,4
2014-15,201589,DEN,1991,382,129,274,26,110,46,204,54,75,3,18
2014-15,201593,MIN,1593,386,139,328,0,0,108,180,98,0,0,46
2014-15,201595,HOU,1727,184,80,144,0,1,24,120,40,0,0,28
2014-15,201596,MIA,4494,813,194,415,73,248,206,142,246,207,12,8
2014-15,201599,LAC,5510,946,378,530,1,4,187,522,234,0,3,210
2014-15,201600,NOP,3731,557,213,412,0,0,131,294,132,0,0,106
2014-15,201601,PHI,3745,660,189,434,62,202,96,238,140,180,6,26
2014-15,201604,LAC,198,19,4,14,1,7,8,4,4,3,0,0
2014-15,201609,MIA,1752,432,138,250,24,73,84,78,198,54,18,6
2014-15,201609,PHX,3509,843,274,493,66,186,97,238,310,150,48,20
2014-15,201611,MIA,1215,175,13,36,45,132,14,14,12,129,6,0
2014-15,201627,OKC,3644,790,144,290,141,325,79,170,118,411,12,24
2014-15,201858,DET,379,36,9,20,6,33,0,12,6,15,3,0
2014-15,201880,TOR,132,14,6,8,0,0,2,10,2,0,0,2
2014-15,201933,LAC,4647,1469,564,1119,10,25,311,758,370,24,6,62
2014-15,201935,HOU,5970,2217,439,915,208,555,715,148,730,318,306,22
2014-15,201936,NOP,5132,1313,452,938,69,227,202,228,676,144,63,22
2014-15,201937,MIN,1382,226,65,168,13,51,57,46,84,30,9,0
2014-15,201939,GSW,5447,1900,367,695,286,646,308,244,490,504,354,8
2014-15,201941,LAL,3697,841,354,766,3,11,124,438,270,3,6,92
2014-15,201942,TOR,4056,1204,384,902,25,88,361,320,448,72,3,10
2014-15,201943,DET,2316,632,142,332,76,211,120,74,210,105,123,4
2014-15,201945,CHA,4454,969,325,711,45,136,184,336,314,129,6,6
2014-15,201946,TOR,1999,270,85,158,1,7,97,130,40,3,0,24
2014-15,201947,BKN,188,27,7,16,4,14,1,8,6,12,0,2
2014-15,201948,ATL,151,26,5,12,5,14,1,6,4,15,0,0
2014-15,201948,SAS,536,103,21,58,19,57,4,24,18,54,3,2
2014-15,201949,TOR,2629,554,227,353,11,51,67,208,246,33,0,30
2014-15,201950,NOP,2539,592,187,399,51,135,65,60,314,84,69,8
2014-15,201951,DEN,5386,1143,334,721,70,205,265,98,570,129,81,0
2014-15,201952,ATL,4416,1162,337,680,71,207,275,130,544,147,66,6
2014-15,201954,SAC,3135,725,200,389,60,161,145,90,310,117,63,4
