SEASON,PLAYER_ID,TEAM,OffPoss,Points,FG2M,FG2A,FG3M,FG3A,FtPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks
2021-22,1629735,MIN,8,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629744,CHI,948,161,20,43,35,91,16,34,6,93,12,0
2021-22,1629750,CHI,3087,468,140,224,36,101,80,190,90,108,0,44
2021-22,1629752,BOS,7,0,0,0,0,0,0,0,0,0,0,0
2021-22,1629752,TOR,57,5,1,1,1,2,0,2,0,3,0,0
2021-22,1629760,NYK,5,0,0,0,0,1,0,0,0,0,0,0
2021-22,1629833,POR,714,95,13,39,21,72,6,16,10,54,9,6
2021-22,1629875,LAC,289,58,20,37,5,14,3,6,34,9,6,2
2021-22,1629962,ORL,294,50,0,7,15,37,5,0,0,45,0,0
2021-22,1630162,MIN,5109,1533,334,643,215,602,220,244,424,357,288,16
2021-22,1630163,CHA,5112,1508,318,689,220,565,212,168,468,495,165,30
2021-22,1630165,DET,3371,453,132,292,44,167,57,90,174,120,12,6
2021-22,1630166,WAS,4010,685,168,320,82,259,103,198,138,231,15,20
2021-22,1630167,NYK,2422,648,199,304,52,169,94,328,70,156,0,42
2021-22,1630168,ATL,1998,392,156,226,0,0,80,248,64,0,0,58
2021-22,1630169,IND,1941,454,105,186,57,137,73,72,138,99,72,4
2021-22,1630169,SAC,3585,727,164,334,104,252,87,78,250,183,129,16
2021-22,1630170,SAS,4029,872,189,384,137,380,83,254,124,399,12,26
2021-22,1630171,CLE,3923,588,152,274,55,157,119,218,86,156,9,14
2021-22,1630172,CHI,854,153,39,73,15,29,30,52,26,42,3,4
2021-22,1630173,TOR,3391,664,209,447,56,156,78,250,168,162,6,70
2021-22,1630174,BOS,1169,196,41,67,31,115,21,66,16,87,6,6
2021-22,1630175,ORL,4224,1062,225,521,132,391,216,108,342,264,132,12
2021-22,1630176,CHA,34,8,3,6,0,0,2,2,4,0,0,4
2021-22,1630176,WAS,58,12,4,7,0,0,4,2,6,0,0,4
2021-22,1630177,OKC,1862,361,75,167,44,150,79,68,82,114,18,2
2021-22,1630178,PHI,5272,1311,351,686,132,309,213,316,386,282,114,6
2021-22,1630179,MEM,8,2,1,1,0,0,0,0,2,0,0,0
2021-22,1630180,DET,5518,1321,239,526,211,610,210,206,272,564,69,48
2021-22,1630181,ORL,2901,489,111,274,64,183,75,74,148,174,18,12
2021-22,1630182,DAL,2113,319,102,178,28,78,31,160,44,84,0,8
2021-22,1630183,MIN,3775,647,175,302,80,252,57,252,98,237,3,30
2021-22,1630184,NOP,711,141,46,88,13,58,10,42,50,33,6,4
2021-22,1630186,SAC,279,60,19,40,5,18,7,22,16,12,3,2
2021-22,1630187,TOR,58,9,3,5,0,1,3,2,4,0,0,0
2021-22,1630188,IND,1103,295,82,130,31,83,38,122,42,93,0,28
2021-22,1630188,PHX,786,175,54,98,9,39,40,74,34,27,0,24
2021-22,1630190,POR,667,83,17,41,15,67,4,14,20,36,9,2
2021-22,1630190,UTA,230,43,5,8,10,28,3,8,2,27,3,2
2021-22,1630191,DET,3663,589,235,444,15,46,74,324,146,42,3,108
2021-22,1630192,DEN,1398,270,59,106,37,80,41,68,50,105,6,36
2021-22,1630193,NYK,3535,882,147,328,137,396,177,88,206,216,195,0
2021-22,1630194,PHI,603,116,52,88,2,8,6,60,44,6,0,30
2021-22,1630195,MIN,521,50,12,36,5,18,11,14,10,12,3,4
2021-22,1630197,OKC,2526,464,129,259,57,197,35,138,120,162,9,48
2021-22,1630198,PHI,1226,198,17,42,45,135,29,22,12,135,0,0
2021-22,1630199,DET,315,52,15,29,4,17,10,18,12,12,0,0
2021-22,1630200,SAS,2371,413,156,288,10,51,71,142,170,24,6,12
2021-22,1630201,TOR,1096,189,42,93,30,90,15,18,66,72,18,2
2021-22,1630202,BOS,2007,442,59,128,101,245,21,42,76,243,60,6
2021-22,1630205,CLE,2000,383,138,254,18,65,53,166,110,54,0,24
2021-22,1630206,LAC,271,49,12,25,6,21,7,8,16,12,6,0
2021-22,1630207,IND,5,0,0,1,0,0,0,0,0,0,0,0
2021-22,1630208,CHA,764,150,60,90,0,0,30,94,26,0,0,18
2021-22,1630209,MIA,1414,299,129,236,1,11,38,202,56,3,0,32
2021-22,1630210,DEN,367,126,11,31,28,70,20,12,10,69,15,0
2021-22,1630214,MEM,1431,252,88,167,10,49,46,118,58,27,3,34
2021-22,1630215,UTA,742,161,33,63,28,88,11,12,54,42,42,2
2021-22,1630216,WAS,78,14,2,5,2,6,4,2,2,6,0,0
2021-22,1630217,MEM,4641,1384,280,578,228,523,140,334,226,570,114,16
2021-22,1630218,SAC,88,7,1,12,1,4,2,2,0,3,0,0
2021-22,1630219,ATL,443,80,24,39,8,25,8,20,28,24,0,0
2021-22,1630222,LAL,107,27,6,11,1,4,12,8,4,0,3,0
2021-22,1630224,HOU,4493,1157,249,496,157,458,188,218,280,312,159,14
2021-22,1630225,WAS,150,20,3,10,4,16,2,4,2,12,0,0
2021-22,1630227,HOU,546,77,20,41,7,26,16,16,24,15,6,2
2021-22,1630228,GSW,2396,652,186,311,50,149,130,226,146,150,0,30
2021-22,1630230,NOP,1509,313,88,164,21,105,74,98,78,51,12,10
2021-22,1630231,HOU,3436,696,219,355,60,168,78,322,116,180,0,46
2021-22,1630233,MIN,571,138,41,75,4,13,44,58,24,12,0,10
2021-22,1630235,UTA,1508,195,71,128,5,27,38,32,110,15,0,4
2021-22,1630237,SAS,16,0,0,0,0,2,0,0,0,0,0,0
2021-22,1630238,BOS,61,15,3,4,3,6,0,6,0,9,0,0
2021-22,1630238,UTA,75,6,0,5,2,4,0,0,0,6,0,0
2021-22,1630240,DET,1232,208,55,117,14,60,56,50,60,33,9,4
2021-22,1630241,MEM,121,25,1,1,7,23,2,2,0,15,6,0
2021-22,1630243,HOU,159,43,6,9,9,24,4,6,6,15,12,2
2021-22,1630245,CHI,4332,679,208,349,70,186,53,238,178,207,3,10
2021-22,1630249,OKC,1420,187,36,69,32,98,19,40,32,87,9,6
2021-22,1630250,CHI,74,17,3,10,1,5,8,4,2,3,0,2
2021-22,1630256,HOU,4271,919,300,527,63,202,130,294,306,177,12,78
2021-22,1630264,WAS,942,180,48,83,14,26,42,74,22,42,0,14
2021-22,1630267,DEN,2379,332,49,103,58,193,60,38,60,129,45,0
2021-22,1630270,MEM,15,0,0,0,0,2,0,0,0,0,0,0
2021-22,1630270,UTA,64,5,1,2,1,6,0,0,2,3,0,0
2021-22,1630271,BOS,132,21,6,9,2,9,3,10,2,3,3,0
2021-22,1630273,ORL,238,21,9,21,0,1,3,14,4,0,0,4
2021-22,1630288,GSW,58,6,3,5,0,1,0,0,6,0,0,2
2021-22,1630288,MIL,6,0,0,0,0,1,0,0,0,0,0,0
2021-22,1630288,ORL,162,13,4,12,1,7,2,2,6,3,0,0
2021-22,1630296,DET,397,77,26,50,6,20,7,40,12,15,3,6
2021-22,1630296,PHI,15,2,1,1,0,1,0,0,2,0,0,2
2021-22,1630314,POR,1316,309,74,176,31,106,68,46,102,66,27,6
2021-22,1630322,OKC,976,199,18,29,53,146,4,26,10,141,18,0
2021-22,1630346,BOS,12,3,0,0,1,5,0,0,0,3,0,0
2021-22,1630466,OKC,116,18,6,10,2,4,0,8,4,6,0,2
2021-22,1630525,TOR,6,0,0,0,0,1,0,0,0,0,0,0
2021-22,1630526,OKC,2206,366,76,159,58,165,40,114,38,174,0,28
2021-22,1630527,LAC,1570,343,91,214,34,111,59,112,70,60,42,6
2021-22,1630528,HOU,2775,587,168,311,56,189,83,142,194,129,39,22
2021-22,1630529,NOP,4723,742,217,407,57,169,137,274,160,171,0,28
2021-22,1630530,NOP,1766,334,38,91,71,186,45,44,32,207,6,22
2021-22,1630531,PHI,13,2,1,1,0,0,0,0,2,0,0,2
2021-22,1630532,ORL,4992,1197,360,704,96,271,189,382,338,240,48,22
2021-22,1630533,MEM,2823,501,115,182,76,242,43,184,46,219,9,10
2021-22,1630535,POR,1327,225,62,129,19,61,44,80,44,57,0,30
2021-22,1630536,ATL,82,7,2,8,1,6,0,2,2,0,3,0
2021-22,1630537,IND,3118,720,174,366,94,255,90,166,182,222,60,16
2021-22,1630538,DEN,2654,698,99,213,131,358,107,72,126,270,123,4
2021-22,1630539,CHA,134,22,8,12,1,2,3,14,2,3,0,2
2021-22,1630540,NYK,732,89,15,40,17,68,8,8,22,39,12,0
2021-22,1630541,GSW,1246,228,40,73,40,110,28,56,24,120,0,6
2021-22,1630543,IND,1132,297,111,190,5,16,60,168,54,15,0,42
2021-22,1630544,OKC,2800,625,133,316,98,272,65,76,190,195,99,12
2021-22,1630547,CHA,641,142,32,92,17,49,27,28,36,39,12,12
2021-22,1630549,BKN,798,198,84,142,2,7,24,100,68,6,0,54
2021-22,1630550,CHA,546,67,17,28,7,27,12,24,10,21,0,2
2021-22,1630551,TOR,573,81,21,39,10,28,9,24,18,30,0,12
2021-22,1630552,ATL,255,52,19,28,3,13,5,30,8,9,0,2
2021-22,1630553,LAC,280,53,14,40,3,11,16,20,8,6,3,0
2021-22,1630553,POR,1132,214,48,132,31,89,25,40,56,51,42,6
2021-22,1630556,BKN,2017,284,62,131,48,136,16,80,44,144,0,16
2021-22,1630557,WAS,3624,634,122,194,112,320,54,196,48,330,6,30
2021-22,1630558,SAC,4257,861,251,523,101,320,56,116,386,201,102,2
2021-22,1630559,LAL,2949,444,93,151,53,167,99,104,82,156,3,12
2021-22,1630560,BKN,2417,570,171,329,47,174,87,142,200,99,42,2
2021-22,1630561,BKN,697,104,30,71,9,37,17,34,26,27,0,12
2021-22,1630563,SAS,1985,288,59,133,42,137,44,62,56,117,9,10
2021-22,1630567,TOR,5157,1134,401,739,58,193,158,344,458,147,27,112
2021-22,1630568,DET,807,186,50,98,16,49,38,52,48,48,0,24
2021-22,1630570,POR,1808,364,133,229,9,38,71,154,112,24,3,34
2021-22,1630572,MIL,821,154,35,63,22,52,18,44,26,66,0,20
2021-22,1630573,BOS,327,65,4,6,19,44,0,6,2,57,0,2
2021-22,1630575,CHA,15,1,0,0,0,0,1,0,0,0,0,0
2021-22,1630578,HOU,3082,692,220,408,29,117,165,192,248,84,3,68
2021-22,1630579,NYK,1105,90,39,54,0,0,12,62,16,0,0,16
2021-22,1630580,SAS,420,61,6,13,14,43,7,6,6,39,3,0
2021-22,1630581,OKC,3457,674,225,457,56,213,56,136,314,138,30,40
2021-22,1630582,MEM,152,13,2,7,3,9,0,0,4,9,0,4
2021-22,1630583,MEM,747,132,47,84,6,48,20,60,34,18,0,24
2021-22,1630586,HOU,505,48,14,24,5,20,5,16,12,15,0,10
2021-22,1630587,DET,771,121,14,26,27,64,12,18,10,78,3,6
2021-22,1630589,DAL,28,5,1,3,0,1,3,2,0,0,0,0
2021-22,1630589,LAC,3,0,0,0,0,0,0,0,0,0,0,0
2021-22,1630591,ORL,2716,564,156,352,42,196,126,114,198,84,42,6
2021-22,1630593,MIN,42,5,1,1,1,2,0,0,2,0,3,0
2021-22,1630595,DET,4237,1114,315,668,114,363,142,148,482,243,99,20
2021-22,1630596,CLE,4622,1034,399,738,23,92,167,520,278,66,3,72
2021-22,1630598,OKC,2476,416,114,199,42,138,62,128,100,123,3,22
2021-22,1630602,ATL,168,29,3,10,6,15,5,4,2,18,0,0
2021-22,1630602,LAL,44,2,1,4,0,3,0,0,2,0,0,0
2021-22,1630606,MIA,84,20,4,8,4,9,0,2,6,9,3,0
2021-22,1630606,MIL,322,31,7,25,4,18,5,6,8,12,0,2
2021-22,1630612,CLE,123,15,6,16,0,2,3,6,6,0,0,2
2021-22,1630613,IND,2034,473,92,212,81,215,46,96,88,225,18,2
2021-22,1630624,NYK,16,0,0,2,0,0,0,0,0,0,0,0
2021-22,1630625,TOR,1409,205,70,151,13,51,26,46,94,30,9,22
2021-22,1630631,NOP,1711,330,99,184,32,110,36,60,138,93,3,4
2021-22,1630637,DAL,41,2,0,6,0,1,2,0,0,0,0,0
2021-22,1630637,DEN,11,2,1,2,0,0,0,0,2,0,0,0
2021-22,1630643,LAL,44,0,0,1,0,2,0,0,0,0,0,0
2021-22,1630644,CHI,6,2,1,1,0,0,0,2,0,0,0,0
2021-22,1630644,LAL,46,6,1,2,1,3,1,2,0,3,0,0
2021-22,1630647,DAL,40,7,1,3,1,2,2,0,2,3,0,0
2021-22,1630648,WAS,61,5,0,5,1,6,2,0,0,3,0,0
2021-22,1630678,IND,1483,318,123,182,12,38,36,164,82,33,3,66
2021-22,1630688,PHX,751,108,22,45,19,59,7,28,16,57,0,8
2021-22,1630691,DET,369,50,5,11,13,39,1,8,2,36,3,2
2021-22,1630692,WAS,9,0,0,2,0,1,0,0,0,0,0,0
2021-22,1630695,DET,69,12,5,9,0,2,2,6,4,0,0,4
2021-22,1630792,ATL,94,17,2,3,3,5,4,2,2,9,0,2
2021-22,1630792,CHI,347,55,9,13,10,31,7,12,6,24,6,2
2021-22,1630846,OKC,854,153,45,72,13,29,24,70,20,39,0,18
2021-22,1630994,PHX,96,13,2,11,3,8,0,0,4,6,3,0
2022-23,2544,LAL,4105,1590,488,842,121,377,251,386,590,228,135,50
2022-23,2617,MIA,148,27,7,20,3,9,4,10,4,9,0,0
2022-23,2738,GSW,245,17,6,6,1,9,2,8,4,3,0,2
2022-23,101108,PHX,3790,819,196,407,98,261,133,64,328,162,132,8
2022-23,200752,UTA,1701,293,76,157,33,130,42,80,72,99,0,10
2022-23,200768,MIA,3426,615,89,175,107,310,116,52,126,243,78,10
2022-23,200782,PHI,3773,266,41,85,55,140,19,60,22,162,3,16
2022-23,201142,BKN,2864,1158,339,545,71,189,267,310,368,126,87,6
2022-23,201142,PHX,541,208,51,87,22,41,40,52,50,57,9,2
2022-23,201143,BOS,3929,616,83,154,145,325,15,112,54,432,3,26
2022-23,201144,MIN,1541,337,50,97,58,138,63,40,60,135,39,2
2022-23,201144,UTA,2607,461,76,162,77,213,78,56,96,147,84,0
2022-23,201145,DEN,2187,437,130,224,30,104,87,210,50,81,9,8
2022-23,201152,TOR,1593,240,102,164,6,34,18,112,92,18,0,48
2022-23,201565,NYK,701,152,42,96,19,63,11,28,56,42,15,8
2022-23,201566,LAC,1331,332,102,189,26,73,50,60,144,57,21,18
2022-23,201566,LAL,3205,827,241,516,63,213,156,98,384,120,69,24
2022-23,201567,CLE,1666,347,42,90,69,195,56,46,38,192,15,16
2022-23,201567,MIA,834,162,24,38,30,101,24,30,18,87,3,6
2022-23,201569,HOU,2936,615,125,233,85,245,110,80,170,195,60,8
2022-23,201569,LAC,1140,241,34,64,47,111,32,44,24,126,15,0
2022-23,201572,MIL,4948,1239,341,535,136,364,149,508,174,396,12,102
2022-23,201577,CLE,606,112,46,71,2,4,14,42,50,6,0,12
2022-23,201580,DAL,733,186,78,120,2,5,24,126,30,6,0,12
2022-23,201586,MIL,372,66,20,36,6,18,8,22,18,18,0,10
2022-23,201587,LAC,3516,478,36,64,124,317,34,44,28,369,3,20
2022-23,201588,IND,352,57,8,13,11,21,8,12,4,27,6,0
2022-23,201588,MIL,1361,175,36,58,23,74,34,30,42,60,9,2
2022-23,201599,DEN,1173,199,87,114,1,1,22,132,42,3,0,34
2022-23,201609,CHI,1644,326,82,171,45,128,27,64,100,123,12,0
2022-23,201609,MIL,176,39,7,19,7,17,4,6,8,18,3,0
2022-23,201933,BOS,1165,170,40,64,23,66,21,62,18,69,0,12
2022-23,201935,PHI,4207,1216,210,424,161,418,313,54,366,201,282,6
2022-23,201937,CLE,1130,171,40,96,21,82,28,30,50,60,3,0
2022-23,201939,GSW,4174,1648,286,494,273,639,257,212,360,486,333,16
2022-23,201942,CHI,5458,1816,611,1161,46,142,456,298,924,117,21,6
2022-23,201949,IND,337,51,19,34,3,15,4,16,22,9,0,2
2022-23,201950,MIL,4589,1290,332,612,158,411,152,164,500,204,270,26
2022-23,201959,WAS,975,168,57,101,8,24,30,76,38,24,0,18
2022-23,201976,CHI,1183,127,22,38,25,81,8,16,28,69,6,0
2022-23,201976,LAL,2515,288,42,83,55,158,39,30,54,141,24,2
2022-23,201980,CLE,196,52,6,9,13,29,1,8,4,39,0,0
2022-23,201980,MEM,87,9,0,3,3,8,0,0,0,9,0,0
2022-23,201988,BKN,1201,246,37,75,49,134,25,42,32,126,21,0
2022-23,202066,NOP,354,50,7,19,11,26,3,6,8,33,0,0
2022-23,202083,MIL,1727,179,19,36,39,124,24,32,6,114,3,6
2022-23,202322,LAC,1568,386,105,229,33,109,77,30,180,93,6,8
2022-23,202330,CHA,3328,733,224,421,52,160,129,248,200,141,15,14
2022-23,202331,LAC,3916,1332,301,578,158,426,256,194,408,291,183,22
2022-23,202397,DEN,821,108,50,119,2,12,2,26,74,6,0,2
2022-23,202681,BKN,2969,1084,268,471,130,348,158,158,378,201,189,12
2022-23,202681,DAL,1538,539,138,236,58,148,89,78,198,87,87,14
2022-23,202685,NOP,4016,1115,408,707,38,109,185,472,344,114,0,176
2022-23,202687,PHX,1763,263,119,206,0,0,25,196,42,0,0,38
2022-23,202689,DAL,287,72,17,29,7,28,17,6,28,9,12,2
2022-23,202691,GSW,4841,1509,245,521,301,731,116,356,134,804,99,14
2022-23,202692,DET,2341,652,101,220,99,239,153,62,140,204,93,4
2022-23,202693,BKN,606,96,13,33,20,49,10,22,4,60,0,4
2022-23,202693,DAL,157,36,6,11,8,22,0,6,6,24,0,0
2022-23,202694,LAC,3675,728,162,335,112,308,68,134,190,321,15,12
2022-23,202695,LAC,3537,1239,342,621,104,250,243,228,456,201,111,8
2022-23,202696,CHI,5601,1447,476,801,121,347,132,700,252,363,0,94
2022-23,202699,PHI,4826,1085,297,521,126,324,113,294,300,354,24,38
2022-23,202704,DEN,633,127,30,60,19,68,10,16,44,48,9,2
2022-23,202704,LAC,2698,566,137,292,77,220,61,70,204,198,33,4
2022-23,202709,DET,2481,427,80,171,70,180,57,40,120,162,48,8
2022-23,202710,MIA,4245,1466,443,785,36,103,472,334,552,75,33,66
2022-23,202711,DET,3921,1273,285,529,145,353,268,306,264,360,75,10
2022-23,202722,DAL,1007,206,14,19,55,141,13,26,2,162,3,0
2022-23,203076,LAL,4002,1451,523,888,19,74,348,654,392,57,0,160
2022-23,203078,WAS,3359,1160,364,659,80,219,192,292,436,171,69,28
2022-23,203081,POR,4313,1866,312,544,244,658,510,98,526,378,354,12
2022-23,203082,ORL,1930,334,68,139,61,160,15,80,56,168,15,2
2022-23,203082,PHX,806,188,37,68,34,98,12,52,22,99,3,0
2022-23,203083,CHI,1727,399,166,271,0,3,67,204,128,0,0,86
2022-23,203084,SAC,5549,1230,242,438,132,353,350,284,200,369,27,44
2022-23,203085,MIN,2097,255,48,86,43,123,30,34,62,117,12,0
2022-23,203086,MIL,238,43,7,11,7,18,8,12,2,21,0,2
2022-23,203095,NYK,934,165,21,52,35,114,18,20,22,90,15,4
2022-23,203109,MIL,715,124,21,39,24,55,10,30,12,72,0,10
2022-23,203110,GSW,4873,617,210,343,40,131,77,358,62,120,0,16
2022-23,203114,MIL,1717,497,126,244,51,162,92,84,168,93,60,12
2022-23,203115,TOR,421,72,14,37,14,42,2,22,6,30,12,0
2022-23,203115,WAS,1599,307,58,147,52,137,35,44,72,117,39,2
2022-23,203200,ATL,857,126,18,38,30,87,0,36,0,81,9,0
2022-23,203200,DAL,633,79,13,23,16,56,5,18,8,45,3,2
2022-23,203210,GSW,1693,366,94,141,42,111,52,124,64,126,0,46
2022-23,203457,BKN,91,3,1,6,0,0,1,2,0,0,0,0
2022-23,203457,DET,318,32,11,28,1,2,7,18,4,3,0,2
2022-23,203458,SAC,354,43,16,28,0,2,11,18,14,0,0,10
2022-23,203468,NOP,5406,1568,376,801,211,543,183,228,524,480,153,12
2022-23,203469,MIA,433,98,37,57,0,2,24,62,12,0,0,10
2022-23,203471,LAL,4139,830,196,425,74,225,216,96,296,201,21,2
2022-23,203473,MIA,708,171,53,92,11,37,32,80,26,33,0,12
2022-23,203473,PHI,153,28,12,20,1,2,1,16,8,0,3,0
2022-23,203476,SAS,752,121,24,42,21,75,10,32,16,57,6,4
2022-23,203482,UTA,4014,847,185,321,93,236,198,238,132,270,9,38
2022-23,203484,DEN,4905,822,157,313,135,319,103,266,48,375,30,10
2022-23,203486,CHA,3346,685,265,396,0,0,155,330,200,0,0,104
2022-23,203486,LAC,943,172,64,88,0,0,44,102,26,0,0,12
2022-23,203487,ORL,87,17,5,11,1,3,4,0,10,3,0,0
2022-23,203488,BOS,651,118,17,24,25,65,9,28,6,75,0,4
2022-23,203488,OKC,1358,265,33,61,56,142,31,58,8,165,3,8
2022-23,203490,TOR,298,44,9,13,6,17,8,10,8,18,0,4
2022-23,203493,DAL,4700,561,41,73,151,397,26,70,12,444,9,4
2022-23,203496,LAC,1596,288,48,93,54,136,30,72,24,159,3,14
2022-23,203497,MIN,4388,939,360,543,0,3,219,536,184,0,0,148
2022-23,203500,MEM,2351,361,157,262,0,1,47,158,156,0,0,106
2022-23,203501,DAL,4292,1019,128,297,212,550,127,164,92,570,66,8
2022-23,203506,MIA,2198,449,90,191,70,212,59,52,128,129,81,4
2022-23,203507,MIL,4261,1959,660,1107,47,171,498,548,772,87,54,106
2022-23,203521,SAC,453,47,8,23,9,27,4,4,12,21,6,0
2022-23,203526,CLE,996,157,45,68,12,42,31,40,50,33,3,2
2022-23,203552,BKN,2476,561,114,217,94,232,51,120,108,228,54,2
2022-23,203585,DET,1085,183,21,55,41,97,18,28,14,117,6,10
2022-23,203648,MIL,441,51,20,38,0,8,11,26,14,0,0,4
2022-23,203897,CHI,5645,1913,469,844,204,544,363,314,624,396,216,32
2022-23,203903,UTA,4107,1271,303,572,155,459,200,130,476,348,117,46
2022-23,203914,ORL,2428,397,44,89,94,218,27,46,42,258,24,6
2022-23,203915,BKN,1846,429,101,207,43,149,98,18,184,66,63,0
2022-23,203915,DAL,3517,940,178,353,138,341,170,48,308,261,153,2
2022-23,203920,TOR,319,43,18,30,1,2,4,34,2,3,0,0
2022-23,203924,POR,4559,1290,290,554,144,359,278,336,244,420,12,18
2022-23,203925,BKN,3128,562,59,107,142,333,18,94,24,426,0,8
2022-23,203926,SAS,2795,654,116,225,123,298,53,196,36,363,6,16
2022-23,203932,DEN,4227,1109,369,588,60,173,191,466,272,132,48,108
2022-23,203933,BKN,1024,247,86,152,16,48,27,114,58,45,3,14
2022-23,203933,PHX,408,67,24,51,6,19,1,32,16,18,0,4
2022-23,203935,BOS,4026,703,135,260,115,342,88,74,196,294,51,8
2022-23,203937,MIN,4056,647,209,390,43,105,100,214,204,120,9,30
2022-23,203939,DAL,2890,506,197,264,0,5,112,310,84,0,0,70
2022-23,203943,BOS,350,25,10,20,1,4,2,4,16,3,0,14
2022-23,203944,NYK,5505,1936,440,796,218,636,402,336,544,492,162,98
2022-23,203952,GSW,2526,633,161,304,89,225,44,200,122,255,12,26
2022-23,203954,PHI,4553,2183,662,1128,66,200,661,794,530,177,21,70
2022-23,203967,OKC,578,147,33,53,18,46,27,48,18,54,0,6
2022-23,203967,PHX,1082,215,49,109,27,69,36,62,36,81,0,18
2022-23,203991,ATL,3622,779,350,535,0,1,79,514,186,0,0,152
2022-23,203992,ATL,3118,756,127,251,146,360,64,116,138,357,81,6
2022-23,203994,POR,2827,694,219,386,43,119,127,260,178,129,0,84
2022-23,203999,DEN,4798,1690,589,873,57,149,341,714,464,144,27,138
2022-23,204001,WAS,4311,1505,370,662,137,356,354,460,280,390,21,74
2022-23,204060,MIL,2217,317,25,45,83,203,18,16,34,177,72,2
2022-23,204456,IND,3200,650,257,462,26,59,58,122,392,54,24,4
2022-23,1626145,MEM,4046,823,190,384,121,326,80,108,272,288,75,2
2022-23,1626149,PHI,1379,320,125,203,0,6,70,164,86,0,0,46
2022-23,1626153,WAS,2470,369,97,172,41,120,52,52,142,105,18,16
2022-23,1626156,LAL,1083,296,61,110,46,111,36,40,82,108,30,4
2022-23,1626156,MIN,3698,967,190,348,148,379,143,118,262,288,156,6
2022-23,1626157,MIN,2014,602,152,264,60,164,118,182,122,174,6,26
2022-23,1626158,SAC,715,130,50,81,5,8,15,78,22,15,0,16
2022-23,1626159,POR,1552,196,67,153,14,45,20,76,58,42,0,24
2022-23,1626162,CHA,3221,972,245,480,108,339,158,264,226,297,27,40
2022-23,1626163,ATL,366,71,14,21,11,23,10,26,2,33,0,0
2022-23,1626163,HOU,122,18,4,9,2,10,4,6,2,6,0,2
2022-23,1626164,PHX,3757,1471,416,751,111,316,306,322,510,228,105,16
2022-23,1626166,PHX,2001,493,120,268,68,185,49,72,168,135,69,6
2022-23,1626167,IND,3781,1113,309,484,93,249,216,478,140,270,9,56
2022-23,1626168,SAC,2603,562,100,168,87,240,101,138,62,258,3,30
2022-23,1626169,SAS,979,174,47,82,18,40,26,44,50,51,3,4
2022-23,1626171,MIL,3767,987,303,546,95,257,96,362,244,285,0,84
2022-23,1626172,GSW,4034,578,242,383,0,1,94,324,160,0,0,142
2022-23,1626174,DAL,3434,1114,291,490,105,279,217,358,224,306,9,48
2022-23,1626179,CHA,4636,1329,328,683,165,505,178,214,442,324,171,20
2022-23,1626181,LAC,3258,1019,226,423,114,287,225,238,214,300,42,4
2022-23,1626192,MIL,3013,466,56,99,109,322,27,84,28,321,6,8
2022-23,1626195,NOP,967,262,86,158,3,11,81,122,50,9,0,40
2022-23,1626196,NOP,1083,173,29,62,33,86,16,28,30,99,0,2
2022-23,1626196,SAS,2101,481,103,199,74,207,53,86,120,195,27,16
2022-23,1626204,NOP,2804,441,172,263,14,42,55,262,82,42,0,50
2022-23,1626220,BKN,4837,671,66,174,163,419,50,52,80,477,12,18
2022-23,1626224,CLE,3071,669,123,218,116,312,75,188,58,306,42,2
2022-23,1626246,HOU,352,102,41,59,0,1,20,46,36,0,0,22
2022-23,1627732,BKN,2246,291,133,233,0,2,25,164,102,0,0,20
2022-23,1627734,SAC,5660,1510,546,855,31,83,325,634,458,93,0,126
2022-23,1627736,LAL,1302,289,39,81,66,187,13,42,36,189,9,2
2022-23,1627736,UTA,3056,736,96,198,169,471,37,96,96,414,93,6
2022-23,1627739,UTA,1226,290,99,180,17,36,41,32,166,42,9,6
2022-23,1627741,IND,5193,1344,187,361,288,677,106,210,164,768,96,22
2022-23,1627742,NOP,3124,1112,340,671,64,164,240,262,418,156,36,12
2022-23,1627745,LAL,373,55,20,34,0,3,15,28,12,0,0,10
2022-23,1627745,UTA,650,87,25,35,10,14,7,38,12,27,3,10
2022-23,1627747,CLE,4454,897,193,418,127,324,130,144,242,270,111,12
2022-23,1627749,ATL,5613,1515,479,932,133,387,158,186,772,291,108,10
2022-23,1627750,DEN,4318,1298,301,609,172,432,180,198,404,312,204,20
2022-23,1627751,SAS,2487,556,239,387,0,1,78,286,192,0,0,102
2022-23,1627751,TOR,1431,341,150,230,0,0,41,224,76,0,0,50
2022-23,1627752,MIN,2529,493,103,185,74,194,65,154,52,210,12,8
2022-23,1627759,BOS,4965,1784,516,896,163,487,263,492,540,336,153,38
2022-23,1627763,BOS,3555,1000,222,435,132,297,160,152,292,261,135,14
2022-23,1627777,PHI,3079,637,68,118,154,384,39,102,34,462,0,8
2022-23,1627780,GSW,228,40,13,19,4,9,2,18,8,12,0,4
2022-23,1627780,POR,514,61,15,24,9,17,4,22,8,27,0,2
2022-23,1627783,TOR,5349,1720,537,1026,93,287,367,340,734,240,39,86
2022-23,1627788,PHI,733,140,30,65,18,46,26,34,26,48,6,0
2022-23,1627814,PHX,3101,604,90,205,110,247,94,126,54,327,3,8
2022-23,1627823,TOR,1235,122,31,47,17,67,9,42,20,51,0,14
2022-23,1627826,LAC,4366,818,326,512,0,2,166,478,174,0,0,126
