PLAYER_NAME,FIRST_NAME,LAST_NAME,PLAYER_ID
Jake LaRavia,Jake,LaRavia,1631222
Vince Williams Jr.,Vince,Williams Jr.,1631246
Kenneth Lofton Jr.,Kenneth,Lofton Jr.,1631254
David Roddy,David,Roddy,1631223
Johnny Davis,Johnny,Davis,1631098
Jordan Goodwin,Jordan,Goodwin,1630692
Xavier Cooks,Xavier,Cooks,1641645
Quenton Jackson,Quenton,Jackson,1631245
Jay Huff,Jay,Huff,1630643
Jalen Duren,Jalen,Duren,1631105
Jared Rhoden,Jared,Rhoden,1631197
Jaden Ivey,Jaden,Ivey,1631093
Buddy Boeheim,Buddy,Boeheim,1631205
Eugene Omoruyi,Eugene,Omoruyi,1630647
Mark Williams,Mark,Williams,1631109
Bryce McGowens,Bryce,McGowens,1631121
