SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2015-16,3,Briante Weber,1627362,1610612748,14.833,1.1,MIA,6,74.2,23,0,1.0
2017-18,119,Briante Weber,1627362,1610612763,15.302,17.3,MEM,242,28.0,25,2,1.0
2017-18,118,Briante Weber,1627362,1610612745,14.403,16.6,HOU,243,28.5,25,2,1.0
2016-17,52,Chinanu Onuaku,1627778,1610612745,14.22,1.6,HOU,109,6.2,20,0,5.0
2017-18,22,Chinanu Onuaku,1627778,1610612745,16.333,0.7,HOU,39,6.6,21,1,4.0
2016-17,894,Aaron Brooks,201166,1610612754,15.92,166.3,IND,1746,35.9,32,8,1.0
2015-16,1108,Aaron Brooks,201166,1610612741,15.255,211.8,CHI,2181,38.2,31,7,1.0
2014-15,1885,Aaron Brooks,201166,1610612741,15.767,392.1,CHI,3630,41.1,30,6,1.0
2013-14,716,Aaron Brooks,201166,1610612745,14.857,105.0,HOU,1419,29.9,29,5,1.0
2013-14,841,Aaron Brooks,201166,1610612743,13.563,136.3,DEN,1750,34.5,29,5,1.0
2017-18,189,Aaron Brooks,201166,1610612750,15.615,35.4,MIN,382,35.6,33,9,1.0
2016-17,1786,Zach Randolph,2216,1610612763,16.738,119.7,MEM,3406,12.6,35,15,4.42
2015-16,2017,Zach Randolph,2216,1610612763,16.265,123.3,MEM,3878,11.7,34,14,4.37
2014-15,2304,Zach Randolph,2216,1610612763,16.287,126.4,MEM,4392,10.6,33,13,4.02
2013-14,2705,Zach Randolph,2216,1610612763,16.934,158.5,MEM,5028,11.2,32,12,4.12
2017-18,1508,Zach Randolph,2216,1610612758,16.118,104.4,SAC,2963,13.1,36,16,4.17
2016-17,457,James Michael McAdoo,203949,1610612744,14.774,19.5,GSW,924,8.6,23,2,4.1
2015-16,262,James Michael McAdoo,203949,1610612744,14.54,13.2,GSW,546,10.0,22,1,4.39
2014-15,137,James Michael McAdoo,203949,1610612744,14.292,7.0,GSW,281,10.5,21,0,4.13
2017-18,18,James Michael McAdoo,203949,1610612755,14.667,0.5,PHI,39,5.2,24,3,4.21
2017-18,34,Aaron Jackson,1628935,1610612745,15.985,4.8,HOU,65,27.7,32,0,1.0
2013-14,120,Julyan Stone,202933,1610612761,16.77,18.6,TOR,226,29.4,25,2,1.41
2017-18,175,Julyan Stone,202933,1610612766,13.596,17.1,CHA,371,20.3,29,3,2.56
2017-18,120,James Webb III,1627821,1610612751,14.271,4.3,BKN,247,7.3,24,0,3.95
2016-17,854,David West,2561,1610612744,14.695,47.0,GSW,1667,11.5,36,13,4.98
2015-16,1404,David West,2561,1610612759,15.633,61.2,SAS,2749,8.5,35,12,4.48
2014-15,1896,David West,2561,1610612754,15.951,113.6,IND,3690,11.6,34,11,4.05
2013-14,2472,David West,2561,1610612754,15.961,147.0,IND,4747,11.6,33,10,4.04
2017-18,999,David West,2561,1610612744,14.756,55.3,GSW,1961,11.5,37,14,4.98
2014-15,33,David Stockton,204065,1610612758,11.986,6.5,SAC,72,45.2,24,0,1.0
2017-18,9,David Stockton,204065,1610612762,15.762,2.5,UTA,21,45.3,27,1,1.0
2016-17,220,James Young,203923,1610612738,14.879,6.2,BOS,453,5.5,21,3,2.67
2015-16,199,James Young,203923,1610612738,13.877,5.1,BOS,407,5.4,20,2,2.16
2014-15,332,James Young,203923,1610612738,14.612,10.8,BOS,668,6.6,19,1,2.43
2017-18,61,James Young,203923,1610612755,15.805,1.6,PHI,118,5.1,22,4,2.19
2014-15,87,Jack Cooley,204022,1610612762,14.731,3.1,UTA,182,6.9,24,0,4.98
2017-18,87,Jack Cooley,204022,1610612758,16.957,3.9,SAC,162,8.5,27,1,4.99
2015-16,1751,Shane Larkin,203499,1610612751,15.378,370.1,BKN,3460,41.7,23,2,1.0
2014-15,1865,Shane Larkin,203499,1610612752,16.494,280.8,NYK,3496,29.2,22,1,1.0
2013-14,489,Shane Larkin,203499,1610612742,15.54,85.8,DAL,954,34.7,21,0,1.0
2017-18,775,Shane Larkin,203499,1610612738,15.85,107.3,BOS,1509,26.9,25,3,1.0
2016-17,1031,Willie Reed,203186,1610612748,15.59,26.0,MIA,2034,4.9,26,1,5.0
2015-16,426,Willie Reed,203186,1610612751,15.733,12.1,BKN,827,5.6,25,0,4.71
2017-18,9,Willie Reed,203186,1610612765,19.533,0.2,DET,15,4.1,27,2,5.0
2017-18,418,Willie Reed,203186,1610612746,14.034,14.7,LAC,875,7.2,27,2,5.0
2016-17,1515,Shabazz Muhammad,203498,1610612750,15.524,50.9,MIN,2970,6.6,24,3,3.13
2015-16,1682,Shabazz Muhammad,203498,1610612750,15.15,59.3,MIN,3304,7.1,23,2,2.88
2014-15,866,Shabazz Muhammad,203498,1610612750,15.23,31.6,MIN,1720,7.2,22,1,2.06
2013-14,290,Shabazz Muhammad,203498,1610612750,15.665,12.8,MIN,579,8.5,21,0,2.3
2017-18,117,Shabazz Muhammad,203498,1610612749,14.652,5.8,MIL,227,10.5,25,4,2.76
2017-18,301,Shabazz Muhammad,203498,1610612750,15.266,10.8,MIN,608,7.0,25,4,3.15
2016-17,381,Darrun Hilliard,1626199,1610612765,15.584,28.5,DET,746,14.7,24,1,1.91
2015-16,383,Darrun Hilliard,1626199,1610612765,15.139,20.3,DET,753,10.7,23,0,2.06
2017-18,95,Darrun Hilliard,1626199,1610612759,14.741,6.3,SAS,193,13.3,25,2,2.9
2016-17,32,Michael Gbinije,1627771,1610612765,15.873,1.4,DET,63,8.4,25,0,2.5
2015-16,192,Alan Anderson,101187,1610612764,13.99,8.0,WAS,388,8.8,33,6,2.43
2014-15,1744,Alan Anderson,101187,1610612751,15.45,76.4,BKN,3385,8.8,32,5,2.25
2013-14,1772,Alan Anderson,101187,1610612751,16.064,96.6,BKN,3350,10.8,31,4,2.75
2016-17,308,Alan Anderson,101187,1610612746,15.972,12.2,LAC,605,7.6,34,7,3.02
2015-16,1176,Ty Lawson,201951,1610612745,14.3,180.3,HOU,2424,31.2,28,6,1.0
2015-16,235,Ty Lawson,201951,1610612754,14.358,45.1,IND,481,39.2,28,6,1.0
2014-15,2666,Ty Lawson,201951,1610612743,14.439,580.1,DEN,5386,44.8,27,5,1.04
2013-14,2222,Ty Lawson,201951,1610612743,13.936,459.0,DEN,4580,43.1,26,4,1.24
2016-17,1732,Ty Lawson,201951,1610612758,15.237,350.5,SAC,3441,40.1,29,7,1.2
2015-16,703,Mike Dunleavy,2399,1610612741,15.386,28.5,CHI,1393,8.0,35,13,3.09
2014-15,1838,Mike Dunleavy,2399,1610612741,15.785,73.6,CHI,3525,7.9,34,12,3.02
2013-14,2584,Mike Dunleavy,2399,1610612741,16.472,110.6,CHI,4854,8.3,33,11,2.87
2016-17,474,Mike Dunleavy,2399,1610612737,14.938,17.4,ATL,955,7.3,36,14,3.23
2016-17,366,Mike Dunleavy,2399,1610612739,14.955,12.4,CLE,737,6.8,36,14,3.29
2015-16,587,Beno Udrih,2757,1610612748,15.982,113.3,MIA,1116,38.1,33,11,1.06
2015-16,120,Beno Udrih,2757,1610612763,15.6,28.5,MEM,240,45.7,33,11,1.1
2014-15,1494,Beno Udrih,2757,1610612763,15.833,299.6,MEM,2854,39.8,32,10,1.07
2013-14,55,Beno Udrih,2757,1610612763,14.723,8.0,MEM,112,29.1,31,9,1.04
2013-14,588,Beno Udrih,2757,1610612752,16.267,114.1,NYK,1125,37.4,31,9,1.1
2016-17,560,Beno Udrih,2757,1610612765,15.664,134.7,DET,1087,47.5,34,12,1.01
2015-16,2734,Monta Ellis,101145,1610612754,14.642,359.5,IND,5541,26.6,30,10,1.89
2014-15,2699,Monta Ellis,101145,1610612742,14.652,283.8,DAL,5422,21.4,29,9,2.05
2013-14,3023,Monta Ellis,101145,1610612742,15.43,401.1,DAL,5929,26.3,28,8,1.97
2016-17,1998,Monta Ellis,101145,1610612754,15.108,162.4,IND,3965,16.3,31,11,2.02
2015-16,470,David Lee,101135,1610612738,14.212,31.2,BOS,957,13.8,33,10,3.93
2015-16,433,David Lee,101135,1610612742,15.269,18.0,DAL,863,8.2,33,10,4.25
2014-15,904,David Lee,101135,1610612744,14.383,54.0,GSW,1821,12.4,32,9,4.42
2013-14,2289,David Lee,101135,1610612744,14.249,111.7,GSW,4600,10.2,31,8,4.19
2016-17,1477,David Lee,101135,1610612759,15.096,71.6,SAS,2938,9.7,34,11,4.01
2015-16,373,Mike Miller,2034,1610612743,14.822,18.5,DEN,759,9.9,36,15,3.58
2014-15,701,Mike Miller,2034,1610612739,15.997,24.5,CLE,1356,6.8,35,14,3.05
2013-14,1706,Mike Miller,2034,1610612763,16.265,74.9,MEM,3245,8.5,34,13,2.69
2016-17,151,Mike Miller,2034,1610612743,13.346,10.7,DEN,324,14.8,37,16,3.04
2016-17,287,Sheldon Mac,1627815,1610612764,14.859,14.1,WAS,568,10.0,24,0,2.22
2016-17,234,Shawn Long,1627848,1610612755,14.356,12.3,PHI,478,10.8,24,0,4.85
2015-16,277,Damjan Rudez,204014,1610612750,14.523,10.4,MIN,553,7.8,30,1,3.87
2014-15,1047,Damjan Rudez,204014,1610612754,15.776,36.7,IND,2047,6.8,29,0,3.09
2016-17,314,Damjan Rudez,204014,1610612753,15.255,13.2,ORL,623,8.3,31,2,3.86
2016-17,1517,Sergio Rodriguez,200771,1610612755,15.031,335.5,PHI,3061,43.8,31,4,1.02
2015-16,1035,Spencer Hawes,201150,1610612766,15.411,41.9,CHA,2054,7.9,28,8,4.27
2014-15,1274,Spencer Hawes,201150,1610612746,15.217,57.4,LAC,2469,9.2,27,7,4.6
2013-14,1666,Spencer Hawes,201150,1610612755,13.563,95.6,PHI,3466,12.2,26,6,5.0
2013-14,804,Spencer Hawes,201150,1610612739,15.045,46.4,CLE,1564,11.8,26,6,5.0
2016-17,171,Spencer Hawes,201150,1610612749,15.576,9.3,MIL,337,10.6,29,9,4.83
2016-17,626,Spencer Hawes,201150,1610612766,15.09,30.0,CHA,1278,9.3,29,9,4.29
2016-17,108,Stephen Zimmerman,1627757,1610612753,15.479,5.0,ORL,211,9.2,20,0,5.0
2015-16,926,Anthony Morrow,201627,1610612760,14.887,23.8,OKC,1860,5.2,30,7,2.55
2014-15,1806,Anthony Morrow,201627,1610612760,14.661,51.9,OKC,3644,5.8,29,6,2.77
2013-14,1426,Anthony Morrow,201627,1610612740,16.219,50.7,NOP,2721,6.9,28,5,2.14
2016-17,627,Anthony Morrow,201627,1610612760,14.44,16.4,OKC,1285,5.3,31,8,2.31
2016-17,87,Anthony Morrow,201627,1610612741,14.062,2.2,CHI,176,5.3,31,8,2.55
2015-16,1230,Paul Pierce,1718,1610612746,15.141,58.0,LAC,2439,9.4,38,17,3.4
2014-15,1914,Paul Pierce,1718,1610612764,14.764,86.3,WAS,3795,9.2,37,16,3.09
2013-14,2098,Paul Pierce,1718,1610612751,15.798,140.3,BKN,3994,13.3,36,15,3.51
2016-17,277,Paul Pierce,1718,1610612746,15.75,12.9,LAC,553,8.9,39,18,3.68
2015-16,42,Dahntay Jones,2563,1610612739,16.861,3.4,CLE,79,15.3,35,11,1.86
2014-15,123,Dahntay Jones,2563,1610612746,15.635,4.7,LAC,244,7.4,34,10,2.89
2016-17,12,Dahntay Jones,2563,1610612739,19.15,2.1,CLE,20,32.9,36,12,1.0
2015-16,6,Rakeem Christmas,1626176,1610612754,14.615,0.1,IND,13,3.2,24,0,3.51
2016-17,219,Rakeem Christmas,1626176,1610612754,15.162,4.4,IND,439,4.0,25,1,4.38
2015-16,1878,Roy Hibbert,201579,1610612747,15.888,70.4,LAL,3727,7.1,29,7,5.0
2014-15,1927,Roy Hibbert,201579,1610612754,16.479,89.5,IND,3654,8.9,28,6,5.0
2013-14,2409,Roy Hibbert,201579,1610612754,16.154,91.1,IND,4577,7.4,27,5,5.0
2016-17,671,Roy Hibbert,201579,1610612766,15.168,13.2,CHA,1344,3.9,30,8,5.0
2016-17,11,Roy Hibbert,201579,1610612743,14.038,0.3,DEN,26,4.9,30,8,5.0
2015-16,1211,Ronnie Price,101179,1610612756,14.672,173.4,PHX,2467,28.7,33,10,1.03
2014-15,982,Ronnie Price,101179,1610612747,15.504,169.9,LAL,1920,34.2,32,9,1.0
2013-14,377,Ronnie Price,101179,1610612753,15.422,56.9,ORL,722,30.7,31,8,1.41
2016-17,134,Ronnie Price,101179,1610612756,14.309,15.3,PHX,278,23.1,34,11,1.5
2016-17,973,Semaj Christon,203902,1610612760,15.365,184.9,OKC,1886,38.3,24,0,1.06
2015-16,1275,Rodney Stuckey,201155,1610612754,15.024,121.0,IND,2528,19.1,29,8,1.61
2014-15,1873,Rodney Stuckey,201155,1610612754,16.012,222.4,IND,3620,23.0,28,7,1.91
2013-14,1950,Rodney Stuckey,201155,1610612765,15.298,183.0,DET,3822,18.8,27,6,2.24
2016-17,696,Rodney Stuckey,201155,1610612754,15.55,105.6,IND,1368,29.8,30,9,1.5
2015-16,823,Andrew Nicholson,203094,1610612753,15.361,38.5,ORL,1624,9.3,26,3,4.11
2014-15,492,Andrew Nicholson,203094,1610612753,15.479,21.3,ORL,939,8.8,25,2,4.1
2013-14,1174,Andrew Nicholson,203094,1610612753,15.487,43.1,ORL,2276,7.3,24,1,4.28
2016-17,111,Andrew Nicholson,203094,1610612751,14.571,4.5,BKN,224,8.3,27,4,4.5
2016-17,231,Andrew Nicholson,203094,1610612764,15.649,9.7,WAS,453,8.2,27,4,4.36
2014-15,105,Reggie Williams,202130,1610612759,16.019,7.6,SAS,211,13.5,28,5,2.88
2013-14,17,Reggie Williams,202130,1610612760,15.818,2.4,OKC,33,27.6,27,4,2.7
2016-17,79,Reggie Williams,202130,1610612740,14.969,3.3,NOP,163,8.1,30,6,2.88
2015-16,572,Randy Foye,200751,1610612760,14.854,50.1,OKC,1144,17.7,32,9,2.24
2015-16,1069,Randy Foye,200751,1610612743,15.453,135.4,DEN,2085,25.2,32,9,1.86
2014-15,1086,Randy Foye,200751,1610612743,14.481,107.6,DEN,2188,20.4,31,8,2.05
2013-14,2485,Randy Foye,200751,1610612743,14.065,214.1,DEN,5114,17.9,30,7,1.94
2016-17,1284,Randy Foye,200751,1610612751,14.079,128.2,BKN,2698,20.3,33,10,1.98
2016-17,24,Diamond Stone,1627754,1610612746,16.22,1.2,LAC,50,8.9,20,0,5.0
2015-16,908,Sasha Vujacic,2756,1610612752,15.735,75.6,NYK,1780,16.2,32,8,2.34
2013-14,10,Sasha Vujacic,2756,1610612746,15.227,1.2,LAC,22,21.5,30,7,2.03
2016-17,408,Sasha Vujacic,2756,1610612752,15.123,38.1,NYK,815,18.5,33,9,2.65
2015-16,84,Anthony Bennett,203461,1610612761,15.08,3.7,TOR,176,8.4,22,3,4.01
2014-15,894,Anthony Bennett,203461,1610612750,15.209,41.7,MIN,1781,9.2,21,2,4.37
2013-14,663,Anthony Bennett,203461,1610612739,14.834,25.8,CLE,1310,8.0,20,1,3.83
2016-17,264,Anthony Bennett,203461,1610612751,13.421,9.6,BKN,563,7.6,23,4,4.25
2015-16,470,Ryan Kelly,203527,1610612747,14.313,21.7,LAL,948,9.6,25,2,4.46
2014-15,1233,Ryan Kelly,203527,1610612747,16.301,51.4,LAL,2369,8.0,24,1,3.98
2013-14,1312,Ryan Kelly,203527,1610612747,13.754,62.6,LAL,2729,10.0,23,0,4.23
2016-17,110,Ryan Kelly,203527,1610612737,14.215,4.4,ATL,219,8.5,26,3,4.6
2015-16,20,Steve Novak,200779,1610612749,13.227,0.6,MIL,44,6.2,32,9,3.92
2015-16,24,Steve Novak,200779,1610612760,14.709,0.8,OKC,55,5.9,32,9,3.88
2014-15,88,Steve Novak,200779,1610612760,14.322,2.5,OKC,183,5.7,31,8,3.94
2014-15,109,Steve Novak,200779,1610612762,15.161,4.4,UTA,224,7.8,31,8,3.76
2013-14,540,Steve Novak,200779,1610612761,15.537,16.4,TOR,1071,5.9,30,7,4.27
2016-17,22,Steve Novak,200779,1610612749,16.146,0.4,MIL,41,3.6,33,10,3.21
2015-16,73,Edy Tavares,204002,1610612737,14.087,2.1,ATL,149,6.0,24,0,5.0
2016-17,24,Edy Tavares,204002,1610612739,16.636,0.8,CLE,44,6.6,25,1,5.0
2016-17,4,Edy Tavares,204002,1610612737,12.75,0.1,ATL,8,5.9,25,1,5.0
2015-16,1262,Toney Douglas,201962,1610612740,14.64,187.1,NOP,2559,30.0,29,6,1.38
2014-15,177,Toney Douglas,201962,1610612740,16.152,19.9,NOP,328,22.5,28,5,1.76
2013-14,265,Toney Douglas,201962,1610612744,15.149,35.9,GSW,536,26.5,27,4,1.04
2013-14,410,Toney Douglas,201962,1610612748,16.421,45.2,MIA,748,22.1,27,4,1.79
2016-17,394,Toney Douglas,201962,1610612763,16.277,87.3,MEM,776,41.5,30,7,1.29
2015-16,173,Elijah Millsap,202407,1610612762,15.823,10.0,UTA,333,11.4,28,1,2.29
2014-15,924,Elijah Millsap,202407,1610612762,16.554,48.7,UTA,1725,10.2,27,0,2.17
2016-17,23,Elijah Millsap,202407,1610612756,15.568,1.5,PHX,44,13.1,29,2,2.0
2015-16,580,Tiago Splitter,201168,1610612737,14.562,21.0,ATL,1159,7.5,31,5,5.0
2014-15,1030,Tiago Splitter,201168,1610612759,15.337,47.4,SAS,2007,9.2,30,4,4.47
2013-14,1271,Tiago Splitter,201168,1610612759,15.019,52.7,SAS,2520,8.4,29,3,4.47
2016-17,76,Tiago Splitter,201168,1610612755,15.351,4.1,PHI,154,10.4,32,6,5.0
2015-16,1632,Alonzo Gee,202087,1610612740,14.442,48.5,NOP,3280,6.1,28,6,2.89
2014-15,151,Alonzo Gee,202087,1610612757,15.165,6.0,POR,310,7.7,27,5,3.09
2014-15,511,Alonzo Gee,202087,1610612743,13.833,20.6,DEN,1029,8.7,27,5,2.89
2013-14,1020,Alonzo Gee,202087,1610612739,15.372,46.1,CLE,1983,9.1,26,4,2.96
2016-17,89,Alonzo Gee,202087,1610612743,14.832,3.2,DEN,184,7.0,29,7,2.96
2015-16,1198,Norris Cole,202708,1610612740,14.31,179.8,NOP,2422,31.1,27,4,1.06
2014-15,683,Norris Cole,202708,1610612740,16.436,143.2,NOP,1281,40.8,26,3,1.0
2014-15,1148,Norris Cole,202708,1610612748,16.706,203.7,MIA,2113,34.6,26,3,1.04
2013-14,2014,Norris Cole,202708,1610612748,15.965,312.4,MIA,3768,31.2,25,2,1.0
2016-17,125,Norris Cole,202708,1610612760,14.294,22.7,OKC,252,37.8,28,5,1.0
2016-17,43,Patricio Garino,1627868,1610612753,16.184,1.3,ORL,87,5.5,24,0,2.86
2016-17,75,Daniel Ochefu,1627849,1610612764,15.58,2.7,WAS,150,6.9,23,0,4.92
2015-16,916,Thomas Robinson,203080,1610612751,15.619,52.4,BKN,1799,11.2,25,3,4.45
2014-15,407,Thomas Robinson,203080,1610612755,15.334,29.7,PHI,823,14.1,24,2,4.18
2014-15,391,Thomas Robinson,203080,1610612757,15.117,14.9,POR,781,7.6,24,2,4.14
2013-14,873,Thomas Robinson,203080,1610612757,15.535,38.8,POR,1700,8.8,23,1,4.12
2016-17,560,Thomas Robinson,203080,1610612747,14.784,35.7,LAL,1131,12.8,26,4,4.55
2015-16,861,Alexis Ajinca,201582,1610612740,14.546,34.7,NOP,1720,8.3,28,5,5.0
2014-15,956,Alexis Ajinca,201582,1610612740,16.458,42.2,NOP,1794,8.6,27,4,5.0
2013-14,950,Alexis Ajinca,201582,1610612740,16.301,41.9,NOP,1804,8.5,26,3,5.0
2016-17,584,Alexis Ajinca,201582,1610612740,14.334,21.4,NOP,1181,7.6,29,6,5.0
2014-15,68,Arinze Onuaku,202620,1610612750,14.128,1.9,MIN,133,6.1,27,1,5.0
2013-14,5,Arinze Onuaku,202620,1610612739,13.0,0.1,CLE,11,4.2,26,0,4.79
2013-14,25,Arinze Onuaku,202620,1610612740,14.46,0.9,NOP,50,7.5,26,0,4.0
2016-17,28,Arinze Onuaku,202620,1610612753,15.204,1.8,ORL,54,13.2,29,2,4.95
2015-16,2106,Deron Williams,101114,1610612742,15.535,426.9,DAL,4130,39.9,32,10,1.83
2014-15,2114,Deron Williams,101114,1610612751,15.447,465.7,BKN,4090,44.2,31,9,1.0
2013-14,2059,Deron Williams,101114,1610612751,15.469,423.3,BKN,3942,41.7,30,8,1.13
2016-17,486,Deron Williams,101114,1610612739,15.482,85.5,CLE,957,34.6,33,11,1.23
2016-17,1171,Deron Williams,101114,1610612742,16.496,277.9,DAL,2234,45.2,33,11,1.67
2015-16,1114,Archie Goodwin,203462,1610612756,14.519,169.4,PHX,2297,30.5,21,2,1.34
2014-15,535,Archie Goodwin,203462,1610612756,15.37,64.9,PHX,1057,24.0,20,1,1.79
2013-14,533,Archie Goodwin,203462,1610612756,14.816,35.3,PHX,1076,13.3,19,0,2.01
2016-17,184,Archie Goodwin,203462,1610612751,14.588,24.6,BKN,374,27.1,22,3,2.38
2016-17,30,Archie Goodwin,203462,1610612740,14.233,2.2,NOP,60,15.5,22,3,2.24
2015-16,291,Jordan Farmar,200770,1610612763,15.556,58.3,MEM,567,39.7,29,8,1.0
2014-15,529,Jordan Farmar,200770,1610612746,15.32,92.1,LAC,1038,34.7,28,7,1.08
2013-14,912,Jordan Farmar,200770,1610612747,14.213,184.2,LAL,1885,41.3,27,6,1.0
2016-17,35,Jordan Farmar,200770,1610612758,15.368,7.6,SAC,68,43.6,30,9,1.02
2014-15,586,Larry Sanders,202336,1610612749,14.444,22.0,MIL,1162,7.9,26,4,5.0
2013-14,584,Larry Sanders,202336,1610612749,16.102,24.2,MIL,1110,8.1,25,3,4.98
2016-17,13,Larry Sanders,202336,1610612739,14.259,0.6,CLE,27,9.4,28,5,5.0
2015-16,869,Marcelo Huertas,1626273,1610612747,15.241,153.0,LAL,1696,35.5,32,0,1.0
2016-17,237,Marcelo Huertas,1626273,1610612747,14.262,44.7,LAL,492,38.2,33,1,1.0
2015-16,96,Joel Anthony,201202,1610612765,15.674,1.8,DET,187,3.7,33,8,5.0
2014-15,406,Joel Anthony,201202,1610612765,16.065,8.1,DET,774,3.9,32,7,4.98
2013-14,37,Joel Anthony,201202,1610612748,15.389,0.9,MIA,72,4.9,31,6,4.91
2013-14,149,Joel Anthony,201202,1610612738,15.339,4.5,BOS,292,6.0,31,6,4.52
2016-17,122,Joel Anthony,201202,1610612759,15.773,3.6,SAS,247,5.5,34,9,4.82
2013-14,180,Manny Harris,202412,1610612747,14.466,12.6,LAL,352,14.8,24,2,1.63
2016-17,25,Manny Harris,202412,1610612742,15.878,4.1,DAL,49,31.6,27,3,1.51
2015-16,1599,Lavoy Allen,202730,1610612754,15.237,65.4,IND,3118,8.3,27,4,4.14
2014-15,1070,Lavoy Allen,202730,1610612754,16.389,45.1,IND,2049,8.1,26,3,4.68
2013-14,111,Lavoy Allen,202730,1610612754,15.877,3.9,IND,212,7.0,25,2,5.0
2013-14,960,Lavoy Allen,202730,1610612755,13.961,45.9,PHI,1987,9.9,25,2,4.36
2016-17,871,Lavoy Allen,202730,1610612754,15.872,33.9,IND,1714,7.5,28,5,4.16
2014-15,272,John Lucas III,101249,1610612765,16.06,72.7,DET,516,52.6,32,6,1.0
2013-14,591,John Lucas III,101249,1610612762,16.443,86.9,UTA,1144,27.7,31,5,1.0
2016-17,11,John Lucas III,101249,1610612750,15.609,1.1,MIN,23,18.4,34,7,1.0
2015-16,224,Marcus Thornton,201977,1610612764,13.702,14.0,WAS,480,12.8,28,6,1.99
2015-16,884,Marcus Thornton,201977,1610612745,14.345,58.1,HOU,1816,13.4,28,6,2.1
2014-15,640,Marcus Thornton,201977,1610612738,15.073,35.3,BOS,1275,11.0,27,5,2.01
2014-15,80,Marcus Thornton,201977,1610612756,15.904,5.9,PHX,156,14.3,27,5,1.6
2013-14,620,Marcus Thornton,201977,1610612751,15.974,41.9,BKN,1182,13.3,26,4,2.08
2013-14,1121,Marcus Thornton,201977,1610612758,15.719,46.1,SAC,2167,8.1,26,4,2.13
2016-17,575,Marcus Thornton,201977,1610612764,15.407,35.8,WAS,1134,12.3,29,7,1.84
2015-16,1636,Luis Scola,2449,1610612761,16.489,83.7,TOR,3170,9.6,35,8,4.13
2014-15,1659,Luis Scola,2449,1610612754,15.729,96.4,IND,3239,11.4,34,7,4.01
2013-14,1399,Luis Scola,2449,1610612754,15.951,71.4,IND,2683,10.0,33,6,4.03
2016-17,461,Luis Scola,2449,1610612751,14.036,20.3,BKN,960,9.0,36,9,4.53
2015-16,807,Gary Neal,202390,1610612764,14.155,48.0,WAS,1643,12.4,31,5,2.46
2014-15,931,Gary Neal,202390,1610612766,15.998,80.4,CHA,1800,16.8,30,4,1.91
2014-15,262,Gary Neal,202390,1610612750,15.035,14.7,MIN,519,11.3,30,4,2.07
2013-14,507,Gary Neal,202390,1610612766,15.968,36.6,CHA,970,14.2,29,3,2.0
2013-14,607,Gary Neal,202390,1610612749,15.941,47.0,MIL,1162,15.2,29,3,1.93
2016-17,18,Gary Neal,202390,1610612737,13.73,2.1,ATL,37,24.8,32,6,1.35
2015-16,656,C.J. Watson,201228,1610612753,14.279,86.0,ORL,1339,27.0,32,8,1.35
2014-15,1422,C.J. Watson,201228,1610612754,15.573,279.5,IND,2793,38.6,31,7,1.0
2013-14,1193,C.J. Watson,201228,1610612754,15.368,200.5,IND,2337,33.5,30,6,1.0
2016-17,1012,C.J. Watson,201228,1610612753,14.821,93.9,ORL,2020,18.8,33,9,1.43
2015-16,2154,Hollis Thompson,203138,1610612755,14.988,70.7,PHI,4394,6.4,24,3,2.83
2014-15,1776,Hollis Thompson,203138,1610612755,14.981,75.4,PHI,3546,8.5,23,2,2.25
2013-14,1742,Hollis Thompson,203138,1610612755,14.02,53.1,PHI,3543,6.4,22,1,3.06
2016-17,191,Hollis Thompson,203138,1610612740,14.738,4.7,NOP,386,5.0,25,4,2.33
2016-17,561,Hollis Thompson,203138,1610612755,15.356,14.9,PHI,1116,5.2,25,4,2.69
2014-15,289,Justin Hamilton,203120,1610612748,16.278,11.0,MIA,528,7.7,25,1,5.0
2014-15,423,Justin Hamilton,203120,1610612750,14.808,16.2,MIN,838,7.8,25,1,5.0
2013-14,68,Justin Hamilton,203120,1610612748,17.101,2.6,MIA,129,7.1,24,0,5.0
2013-14,4,Justin Hamilton,203120,1610612766,10.667,0.0,CHA,9,0.0,24,0,5.0
2016-17,1176,Justin Hamilton,203120,1610612751,13.955,42.0,BKN,2469,7.3,27,2,4.86
2015-16,167,C.J. Wilcox,203912,1610612746,15.323,8.7,LAC,341,10.0,26,2,2.3
2014-15,101,C.J. Wilcox,203912,1610612746,14.938,5.1,LAC,208,9.8,25,1,2.05
2016-17,108,C.J. Wilcox,203912,1610612753,14.833,4.6,ORL,216,8.6,27,3,2.18
2015-16,460,Greivis Vasquez,202349,1610612749,15.582,84.2,MIL,878,36.9,28,5,1.18
2014-15,1991,Greivis Vasquez,202349,1610612761,15.959,411.6,TOR,3815,40.6,27,4,1.33
2013-14,1314,Greivis Vasquez,202349,1610612761,16.466,293.3,TOR,2464,43.4,26,3,1.38
2013-14,465,Greivis Vasquez,202349,1610612758,15.901,100.3,SAC,889,42.6,26,3,1.2
2016-17,39,Greivis Vasquez,202349,1610612751,14.963,6.9,BKN,80,34.6,29,6,1.04
2015-16,1342,Brandon Bass,101138,1610612747,15.236,55.6,LAL,2673,8.2,31,10,4.31
2014-15,1929,Brandon Bass,101138,1610612738,14.702,89.5,BOS,3790,9.6,30,9,4.08
2013-14,2267,Brandon Bass,101138,1610612738,15.766,99.4,BOS,4380,8.6,29,8,3.98
