SEASON,MINUTES_ON,PLAYER_NAME,PLAYER_ID,TEAM_ID,SECONDS_PER_POSS_OFFENSE_PLAYER_ON,TIME_OF_POSS,TEAM,OFF_POSS,BALL_HOG%,AGE,EXP,POS_EST
2020-21,1152,Caris LeVert,1627747,1610612754,13.543,135.5,IND,2459,24.4,26,4,3.1
2019-20,1330,Caris LeVert,1627747,1610612751,14.413,197.5,BKN,2779,29.6,25,3,2.16
2018-19,1063,Caris LeVert,1627747,1610612751,14.589,120.7,BKN,2210,22.5,24,2,3.11
2017-18,1864,Caris LeVert,1627747,1610612751,14.889,234.4,BKN,3840,24.6,23,1,2.85
2016-17,1237,Caris LeVert,1627747,1610612751,13.635,81.9,BKN,2625,13.7,22,0,2.84
2022-23,2239,Caris LeVert,1627747,1610612739,15.446,207.9,CLE,4454,18.1,28,6,2.4
2022-23,383,Johnny Davis,1631098,1610612764,14.45,20.5,WAS,894,9.5,21,0,2.44
2020-21,1288,John Wall,202322,1610612745,14.503,307.5,HOU,2676,47.5,30,8,1.04
2018-19,1104,John Wall,202322,1610612764,13.763,251.0,WAS,2364,46.3,28,7,1.0
2017-18,1410,John Wall,202322,1610612764,14.598,347.2,WAS,2897,49.3,27,6,1.01
2016-17,2836,John Wall,202322,1610612764,14.221,741.0,WAS,5824,53.7,26,5,1.07
2015-16,2784,John Wall,202322,1610612764,14.004,629.9,WAS,5699,47.4,25,4,1.21
2014-15,2837,John Wall,202322,1610612764,14.788,689.6,WAS,5621,49.8,24,3,1.06
2013-14,2980,John Wall,202322,1610612764,14.965,698.3,WAS,5876,47.6,23,2,1.0
2022-23,755,John Wall,202322,1610612746,14.409,175.3,LAC,1568,46.6,32,9,1.21
2021-22,1292,John Konchar,1629723,1610612763,14.482,74.8,MEM,2666,11.6,26,2,1.93
2020-21,575,John Konchar,1629723,1610612763,14.717,25.3,MEM,1175,8.8,25,1,2.27
2019-20,181,John Konchar,1629723,1610612763,14.563,9.7,MEM,382,10.5,24,0,2.0
2022-23,1458,John Konchar,1629723,1610612763,14.202,63.9,MEM,3116,8.7,27,3,2.42
2021-22,1663,John Collins,1628381,1610612737,14.679,76.0,ATL,3366,9.2,24,4,4.06
2020-21,1848,John Collins,1628381,1610612737,14.659,84.9,ATL,3776,9.2,23,3,4.14
2019-20,1363,John Collins,1628381,1610612737,13.87,72.2,ATL,2906,10.7,22,2,4.47
2018-19,1829,John Collins,1628381,1610612737,13.927,102.0,ATL,3916,11.2,21,1,4.18
2017-18,1785,John Collins,1628381,1610612737,14.902,85.5,ATL,3622,9.5,20,0,4.27
2022-23,2130,John Collins,1628381,1610612737,13.996,82.8,ATL,4469,7.9,25,5,4.08
2021-22,19,Carlik Jones,1630637,1610612742,13.805,2.9,DAL,41,30.7,24,0,1.0
2021-22,4,Carlik Jones,1630637,1610612743,10.727,0.7,DEN,11,35.6,24,0,1.0
2022-23,44,Carlik Jones,1630637,1610612741,14.473,6.1,CHI,118,21.4,25,1,1.0
2021-22,2297,Joel Embiid,203954,1610612755,15.289,230.1,PHI,4575,19.7,28,5,5.0
2020-21,1585,Joel Embiid,203954,1610612755,14.447,150.4,PHI,3279,19.0,27,4,5.0
2019-20,1506,Joel Embiid,203954,1610612755,15.0,129.6,PHI,3092,16.8,26,3,5.0
2018-19,2154,Joel Embiid,203954,1610612755,14.037,187.2,PHI,4543,17.6,25,2,5.0
2017-18,1912,Joel Embiid,203954,1610612755,14.312,172.7,PHI,3906,18.5,24,1,5.0
2016-17,786,Joel Embiid,203954,1610612755,14.546,67.9,PHI,1598,17.5,23,0,5.0
2022-23,2284,Joel Embiid,203954,1610612755,15.24,203.3,PHI,4553,17.6,29,6,5.0
2021-22,205,Joe Wieskamp,1630580,1610612759,14.648,6.0,SAS,420,5.9,22,0,2.36
2022-23,34,Joe Wieskamp,1630580,1610612761,14.635,1.2,TOR,105,4.7,23,1,2.23
2021-22,1122,Joe Ingles,204060,1610612762,15.126,,UTA,2255,,34,7,3.09
2020-21,1867,Joe Ingles,204060,1610612762,14.678,251.3,UTA,3835,26.8,33,6,3.59
2019-20,2137,Joe Ingles,204060,1610612762,15.044,230.1,UTA,4350,21.1,32,5,3.86
2018-19,2568,Joe Ingles,204060,1610612762,14.623,245.6,UTA,5312,19.0,31,4,3.69
2017-18,2579,Joe Ingles,204060,1610612762,15.507,205.9,UTA,5130,15.5,30,3,3.46
2016-17,1972,Joe Ingles,204060,1610612762,16.23,140.0,UTA,3762,13.8,29,2,3.39
2015-16,1241,Joe Ingles,204060,1610612762,16.399,79.7,UTA,2390,12.2,28,1,3.19
2014-15,1672,Joe Ingles,204060,1610612762,16.594,116.8,UTA,3136,13.5,27,0,3.05
2022-23,1025,Joe Ingles,204060,1610612749,13.951,76.1,MIL,2217,14.8,35,8,3.36
2021-22,423,Joe Harris,203925,1610612751,14.666,11.5,BKN,885,5.3,30,7,3.03
2020-21,2141,Joe Harris,203925,1610612751,14.148,66.4,BKN,4471,6.3,29,6,3.0
2019-20,2123,Joe Harris,203925,1610612751,14.314,94.7,BKN,4469,8.9,28,5,2.89
2018-19,2293,Joe Harris,203925,1610612751,14.374,106.4,BKN,4817,9.2,27,4,2.64
2017-18,1975,Joe Harris,203925,1610612751,15.097,89.0,BKN,4024,8.8,26,3,2.3
2016-17,1138,Joe Harris,203925,1610612751,13.75,46.8,BKN,2425,8.4,25,2,2.48
2015-16,15,Joe Harris,203925,1610612739,14.943,0.8,CLE,35,9.2,24,1,2.31
2014-15,493,Joe Harris,203925,1610612739,15.724,17.7,CLE,973,6.9,23,0,2.38
2022-23,1528,Joe Harris,203925,1610612751,14.499,38.6,BKN,3128,5.1,31,8,3.5
2021-22,589,Jock Landale,1629111,1610612759,14.098,25.2,SAS,1228,8.7,26,0,4.93
2022-23,957,Jock Landale,1629111,1610612756,14.534,40.7,PHX,2014,8.3,27,1,5.0
2021-22,1931,Jimmy Butler,202710,1610612748,15.231,287.1,MIA,3823,29.6,32,10,3.29
2020-21,1745,Jimmy Butler,202710,1610612748,14.869,314.6,MIA,3503,36.2,31,9,3.3
2019-20,1959,Jimmy Butler,202710,1610612748,15.047,311.1,MIA,3961,31.3,30,8,3.36
2018-19,1824,Jimmy Butler,202710,1610612755,14.168,162.3,PHI,3813,18.0,29,7,3.08
2018-19,361,Jimmy Butler,202710,1610612750,14.888,43.1,MIN,757,22.9,29,7,2.62
2017-18,2164,Jimmy Butler,202710,1610612750,15.845,263.6,MIN,4252,23.5,28,6,2.19
2016-17,2809,Jimmy Butler,202710,1610612741,15.423,399.5,CHI,5588,27.8,27,5,2.88
2015-16,2474,Jimmy Butler,202710,1610612741,15.157,292.6,CHI,4908,23.6,26,4,2.17
2014-15,2514,Jimmy Butler,202710,1610612741,15.8,173.6,CHI,4852,13.6,25,3,2.3
2013-14,2591,Jimmy Butler,202710,1610612741,16.64,140.3,CHI,4826,10.5,24,2,2.29
2022-23,2139,Jimmy Butler,202710,1610612748,15.467,296.4,MIA,4245,27.1,33,11,3.92
2021-22,353,Jevon Carter,1628975,1610612749,13.83,34.4,MIL,737,20.2,26,3,1.0
2021-22,552,Jevon Carter,1628975,1610612751,14.496,50.4,BKN,1112,18.8,26,3,1.0
2020-21,717,Jevon Carter,1628975,1610612756,14.789,42.7,PHX,1444,12.0,25,2,1.84
2019-20,945,Jevon Carter,1628975,1610612756,14.541,80.0,PHX,1960,16.8,24,1,1.0
2018-19,577,Jevon Carter,1628975,1610612763,15.324,79.6,MEM,1147,27.2,23,0,1.17
2022-23,1792,Jevon Carter,1628975,1610612749,14.391,218.5,MIL,3728,24.4,27,4,1.01
2021-22,6,Jordan Goodwin,1630692,1610612764,21.667,0.8,WAS,9,24.6,23,0,1.52
2022-23,1075,Jordan Goodwin,1630692,1610612764,14.736,165.9,WAS,2281,29.6,24,1,1.13
2021-22,1185,Jordan Nwora,1629670,1610612749,14.149,64.1,MIL,2480,11.0,23,1,3.46
2020-21,274,Jordan Nwora,1629670,1610612749,13.169,18.7,MIL,590,14.4,22,0,3.79
2022-23,597,Jordan Nwora,1629670,1610612749,14.937,32.5,MIL,1232,10.6,24,2,3.34
2022-23,568,Jordan Nwora,1629670,1610612754,13.999,29.9,IND,1260,10.2,24,2,3.74
2021-22,2208,Jrue Holiday,201950,1610612749,13.75,399.6,MIL,4567,38.2,31,12,1.25
2020-21,1907,Jrue Holiday,201950,1610612749,13.276,269.2,MIL,4059,30.0,30,11,1.15
2019-20,2117,Jrue Holiday,201950,1610612740,13.404,287.3,NOP,4536,28.4,29,10,2.34
2018-19,2402,Jrue Holiday,201950,1610612740,13.374,362.2,NOP,5128,31.7,28,9,2.23
2017-18,2927,Jrue Holiday,201950,1610612740,13.613,375.7,NOP,6130,27.0,27,8,2.58
2016-17,2190,Jrue Holiday,201950,1610612740,14.094,389.4,NOP,4461,37.2,26,7,1.4
2015-16,1831,Jrue Holiday,201950,1610612740,13.984,320.4,NOP,3724,36.9,25,6,1.71
2014-15,1303,Jrue Holiday,201950,1610612740,15.199,260.2,NOP,2539,40.5,24,5,1.06
2013-14,1144,Jrue Holiday,201950,1610612740,14.73,240.8,NOP,2237,43.8,23,4,1.06
2022-23,2183,Jrue Holiday,201950,1610612749,13.913,409.5,MIL,4589,38.5,32,13,1.39
2021-22,1087,Josh Richardson,1626196,1610612738,15.282,75.3,BOS,2161,13.7,28,6,2.13
2021-22,513,Josh Richardson,1626196,1610612759,14.012,39.9,SAS,1059,16.1,28,6,2.27
2020-21,1795,Josh Richardson,1626196,1610612742,15.35,139.4,DAL,3576,15.2,27,5,2.17
2019-20,1693,Josh Richardson,1626196,1610612755,15.127,164.0,PHI,3455,18.8,26,4,1.77
2018-19,2539,Josh Richardson,1626196,1610612748,15.186,309.4,MIA,5132,23.8,25,3,2.6
2017-18,2689,Josh Richardson,1626196,1610612748,15.487,276.0,MIA,5308,20.1,24,2,2.84
2016-17,1614,Josh Richardson,1626196,1610612748,15.682,167.4,MIA,3174,20.2,23,1,2.89
2015-16,1107,Josh Richardson,1626196,1610612748,15.937,127.6,MIA,2143,22.4,22,0,1.59
2022-23,997,Josh Richardson,1626196,1610612759,14.072,110.1,SAS,2101,22.3,29,7,1.71
2022-23,504,Josh Richardson,1626196,1610612740,15.071,36.5,NOP,1083,13.4,29,7,2.11
2021-22,2088,Cade Cunningham,1630595,1610612765,14.844,366.9,DET,4237,35.0,20,0,2.44
2022-23,400,Cade Cunningham,1630595,1610612765,14.393,84.1,DET,839,41.8,21,1,1.28
2022-23,778,Caleb Houstan,1631216,1610612753,14.702,16.6,ORL,1665,4.1,20,0,2.78
2021-22,516,Josh Okogie,1629006,1610612750,13.896,13.8,MIN,1098,5.4,23,3,2.61
2020-21,1197,Josh Okogie,1629006,1610612750,14.562,38.6,MIN,2491,6.4,22,2,2.52
2019-20,1547,Josh Okogie,1629006,1610612750,13.942,64.4,MIN,3337,8.3,21,1,2.08
2018-19,1745,Josh Okogie,1629006,1610612750,14.421,60.3,MIN,3712,6.8,20,0,2.09
2022-23,1320,Josh Okogie,1629006,1610612756,14.689,67.9,PHX,2757,10.1,24,4,2.02
2022-23,96,Josh Minott,1631169,1610612750,12.551,3.1,MIN,216,6.9,20,0,3.19
2021-22,1372,Caleb Martin,1628997,1610612748,14.812,59.1,MIA,2738,8.7,26,2,3.02
2020-21,818,Caleb Martin,1628997,1610612766,14.455,43.1,CHA,1641,10.9,25,1,2.63
2019-20,317,Caleb Martin,1628997,1610612766,15.098,14.4,CHA,621,9.2,24,0,2.2
2022-23,2067,Caleb Martin,1628997,1610612748,15.295,115.2,MIA,4122,11.0,27,3,2.68
2021-22,1374,Josh Hart,1628404,1610612740,14.928,101.1,NOP,2759,14.7,27,4,2.17
2021-22,417,Josh Hart,1628404,1610612757,14.468,46.0,POR,869,22.0,27,4,2.55
2020-21,1349,Josh Hart,1628404,1610612740,14.364,68.1,NOP,2777,10.2,26,3,2.96
2019-20,1755,Josh Hart,1628404,1610612740,13.669,86.9,NOP,3753,10.2,25,2,3.12
2018-19,1715,Josh Hart,1628404,1610612747,13.521,69.1,LAL,3682,8.3,24,1,2.22
2017-18,1460,Josh Hart,1628404,1610612747,14.131,60.7,LAL,2975,8.7,23,0,2.45
2022-23,1704,Josh Hart,1628404,1610612757,14.89,102.9,POR,3461,12.0,28,5,2.8
2022-23,724,Josh Hart,1628404,1610612752,14.824,47.6,NYK,1526,12.6,28,5,3.18
2021-22,1039,Josh Green,1630182,1610612742,15.055,43.1,DAL,2113,8.1,21,1,2.29
2020-21,445,Josh Green,1630182,1610612742,14.869,14.2,DAL,910,6.3,20,0,2.58
2022-23,1539,Josh Green,1630182,1610612742,15.469,95.6,DAL,3091,12.0,22,2,2.07
2021-22,1700,Josh Giddey,1630581,1610612760,14.478,240.0,OKC,3457,28.8,19,0,3.24
2022-23,2368,Josh Giddey,1630581,1610612760,13.881,337.3,OKC,4995,29.2,20,1,3.96
2021-22,215,Cam Reddish,1629629,1610612752,14.732,7.4,NYK,433,7.0,22,2,3.21
2021-22,797,Cam Reddish,1629629,1610612737,14.993,40.4,ATL,1620,10.0,22,2,3.29
2020-21,750,Cam Reddish,1629629,1610612737,14.346,38.2,ATL,1568,10.2,21,1,2.74
2019-20,1551,Cam Reddish,1629629,1610612737,13.805,84.2,ATL,3325,11.0,20,0,2.78
2022-23,438,Cam Reddish,1629629,1610612752,14.328,14.9,NYK,908,6.9,23,3,3.05
2022-23,552,Cam Reddish,1629629,1610612757,14.894,43.9,POR,1137,15.6,23,3,3.26
2021-22,1334,Josh Christopher,1630528,1610612745,14.499,136.7,HOU,2775,20.4,20,0,2.17
2022-23,756,Josh Christopher,1630528,1610612745,15.145,72.0,HOU,1606,17.8,21,1,2.09
2021-22,834,Jose Alvarado,1630631,1610612740,14.496,141.0,NOP,1711,34.1,24,0,1.0
2022-23,1310,Jose Alvarado,1630631,1610612740,14.347,202.1,NOP,2705,31.2,25,1,1.0
2021-22,1176,Cam Thomas,1630560,1610612751,14.572,98.1,BKN,2417,16.7,20,0,2.46
2022-23,905,Cam Thomas,1630560,1610612751,14.795,134.1,BKN,1963,27.7,21,1,2.29
2021-22,2285,Jordan Poole,1629673,1610612744,14.484,321.0,GSW,4663,28.5,22,2,1.72
2020-21,988,Jordan Poole,1629673,1610612744,14.213,95.1,GSW,2066,19.4,21,1,1.92
2019-20,1274,Jordan Poole,1629673,1610612744,14.311,105.8,GSW,2678,16.6,20,0,1.63
2022-23,2441,Jordan Poole,1629673,1610612744,14.032,371.4,GSW,5217,30.4,23,3,1.36
2021-22,1730,Cameron Johnson,1629661,1610612756,14.199,61.7,PHX,3578,7.3,26,2,4.03
2020-21,1437,Cameron Johnson,1629661,1610612756,15.04,49.8,PHX,2877,6.9,25,1,4.02
2019-20,1255,Cameron Johnson,1629661,1610612756,14.214,36.0,PHX,2638,5.8,24,0,3.8
2022-23,770,Cameron Johnson,1629661,1610612751,14.994,43.8,BKN,1535,11.4,27,3,4.18
2022-23,429,Cameron Johnson,1629661,1610612756,14.389,18.4,PHX,880,8.7,27,3,3.99
2021-22,1907,Kevin Porter Jr.,1629645,1610612745,14.56,368.1,HOU,4003,37.9,22,2,1.06
2020-21,835,Kevin Porter Jr.,1629645,1610612745,14.438,153.0,HOU,1757,36.2,21,1,1.81
2019-20,1162,Kevin Porter Jr.,1629645,1610612739,15.391,90.4,CLE,2356,15.0,20,0,2.76
2022-23,2023,Kevin Porter Jr.,1629645,1610612745,15.241,404.4,HOU,4149,38.4,23,3,1.01
2022-23,430,Kevon Harris,1630284,1610612753,14.847,23.9,ORL,933,10.4,25,0,1.92
2021-22,1587,Max Strus,1629622,1610612748,15.154,58.6,MIA,3141,7.4,26,2,3.19
2020-21,507,Max Strus,1629622,1610612748,14.553,12.9,MIA,1014,5.2,25,1,2.49
2019-20,6,Max Strus,1629622,1610612741,10.0,0.1,CHI,15,4.0,24,0,3.79
2022-23,2263,Max Strus,1629622,1610612748,15.226,100.1,MIA,4543,8.7,27,3,3.11
2020-21,224,Matthew Dellavedova,203521,1610612739,15.381,40.6,CLE,452,35.0,30,7,1.27
2019-20,821,Matthew Dellavedova,203521,1610612739,14.902,130.1,CLE,1678,31.2,29,6,1.44
2018-19,97,Matthew Dellavedova,203521,1610612749,13.918,18.5,MIL,219,36.4,28,5,1.02
2018-19,715,Matthew Dellavedova,203521,1610612739,15.203,137.3,CLE,1439,37.7,28,5,1.32
2017-18,712,Matthew Dellavedova,203521,1610612749,15.018,107.4,MIL,1395,30.8,27,4,1.13
2016-17,1986,Matthew Dellavedova,203521,1610612749,14.821,301.8,MIL,3924,31.1,26,3,1.0
2015-16,1867,Matthew Dellavedova,203521,1610612739,15.744,301.1,CLE,3605,31.8,25,2,1.29
2014-15,1380,Matthew Dellavedova,203521,1610612739,16.378,195.0,CLE,2607,27.4,24,1,1.33
2013-14,1271,Matthew Dellavedova,203521,1610612739,15.103,126.4,CLE,2451,20.5,23,0,1.79
2022-23,213,Matthew Dellavedova,203521,1610612758,13.759,36.5,SAC,453,35.1,32,8,1.06
2021-22,5,Matt Ryan,1630346,1610612738,13.167,0.2,BOS,12,7.6,25,0,2.48
2022-23,181,Matt Ryan,1630346,1610612750,13.2,5.2,MIN,395,6.0,26,1,3.01
2022-23,129,Matt Ryan,1630346,1610612747,13.65,3.7,LAL,280,5.8,26,1,3.49
2021-22,958,Blake Griffin,201933,1610612751,14.65,54.1,BKN,1978,11.2,33,11,4.84
2020-21,560,Blake Griffin,201933,1610612751,14.386,34.8,BKN,1145,12.7,32,10,4.39
2020-21,626,Blake Griffin,201933,1610612765,16.492,58.7,DET,1236,17.3,32,10,4.07
2019-20,512,Blake Griffin,201933,1610612765,15.429,48.4,DET,1028,18.3,31,9,4.13
2018-19,2622,Blake Griffin,201933,1610612765,15.74,361.0,DET,5317,25.9,30,8,4.07
2017-18,831,Blake Griffin,201933,1610612765,15.274,104.0,DET,1656,24.7,29,7,4.22
2017-18,1139,Blake Griffin,201933,1610612746,14.779,130.8,LAC,2314,22.9,29,7,4.03
2016-17,2076,Blake Griffin,201933,1610612746,14.921,199.2,LAC,4155,19.3,28,6,4.07
2015-16,1170,Blake Griffin,201933,1610612746,14.682,115.8,LAC,2363,20.0,27,5,4.15
2014-15,2356,Blake Griffin,201933,1610612746,14.622,198.0,LAC,4647,17.5,26,4,4.02
2013-14,2864,Blake Griffin,201933,1610612746,14.301,218.6,LAC,5704,16.1,25,3,4.09
2022-23,564,Blake Griffin,201933,1610612738,15.284,23.5,BOS,1165,7.9,34,12,4.78
2022-23,636,Blake Wesley,1631104,1610612759,14.217,99.3,SAS,1423,29.5,20,0,1.71
2021-22,1685,Matisse Thybulle,1629680,1610612755,15.336,30.9,PHI,3321,3.6,25,2,2.38
2020-21,1298,Matisse Thybulle,1629680,1610612755,14.892,29.7,PHI,2635,4.5,24,1,1.99
2019-20,1287,Matisse Thybulle,1629680,1610612755,14.93,28.7,PHI,2649,4.4,23,0,2.08
2022-23,609,Matisse Thybulle,1629680,1610612757,14.684,16.2,POR,1255,5.3,26,3,2.15
2022-23,591,Matisse Thybulle,1629680,1610612755,14.798,10.5,PHI,1209,3.5,26,3,2.73
2021-22,1793,Mason Plumlee,203486,1610612766,14.422,93.4,CHA,3693,10.5,32,8,5.0
2020-21,1499,Mason Plumlee,203486,1610612765,15.584,114.4,DET,3023,14.6,31,7,5.0
2019-20,1057,Mason Plumlee,203486,1610612743,14.899,68.3,DEN,2145,12.8,30,6,4.92
2018-19,1731,Mason Plumlee,203486,1610612743,14.984,111.4,DEN,3466,12.9,29,5,4.68
2017-18,1440,Mason Plumlee,203486,1610612743,14.937,79.0,DEN,2882,11.0,28,4,4.66
2016-17,1516,Mason Plumlee,203486,1610612757,15.05,98.5,POR,3026,13.0,27,3,5.0
2016-17,632,Mason Plumlee,203486,1610612743,14.804,37.1,DEN,1274,11.8,27,3,4.72
2015-16,2084,Mason Plumlee,203486,1610612757,15.094,115.0,POR,4158,11.0,26,2,4.98
2014-15,1743,Mason Plumlee,203486,1610612751,15.869,76.9,BKN,3310,8.8,25,1,4.75
2013-14,1275,Mason Plumlee,203486,1610612751,15.89,50.7,BKN,2434,7.9,24,0,4.98
2022-23,1596,Mason Plumlee,203486,1610612766,14.3,94.7,CHA,3346,11.9,33,9,5.0
2022-23,435,Mason Plumlee,203486,1610612746,14.575,23.2,LAC,943,10.1,33,9,5.0
2021-22,490,Marvin Bagley III,1628963,1610612765,15.33,22.2,DET,976,8.9,23,3,4.4
2021-22,656,Marvin Bagley III,1628963,1610612758,14.631,25.1,SAC,1326,7.8,23,3,4.22
2020-21,1112,Marvin Bagley III,1628963,1610612758,14.219,49.7,SAC,2294,9.1,22,2,4.31
2019-20,334,Marvin Bagley III,1628963,1610612758,14.4,16.3,SAC,690,9.8,21,1,4.95
2018-19,1567,Marvin Bagley III,1628963,1610612758,13.978,84.1,SAC,3332,10.8,20,0,4.5
2022-23,972,Marvin Bagley III,1628963,1610612765,15.156,48.0,DET,2020,9.4,24,4,4.82
2021-22,128,Boban Marjanovic,1626246,1610612742,14.856,6.5,DAL,257,10.2,33,6,5.0
2020-21,271,Boban Marjanovic,1626246,1610612742,14.875,12.3,DAL,553,9.0,32,5,5.0
2019-20,422,Boban Marjanovic,1626246,1610612742,15.112,20.2,DAL,864,9.3,31,4,5.0
2018-19,305,Boban Marjanovic,1626246,1610612755,14.685,14.7,PHI,631,9.5,30,3,5.0
2018-19,376,Boban Marjanovic,1626246,1610612746,13.862,19.2,LAC,799,10.4,30,3,5.0
2017-18,171,Boban Marjanovic,1626246,1610612765,14.784,7.2,DET,347,8.4,29,2,5.0
2017-18,167,Boban Marjanovic,1626246,1610612746,13.526,7.0,LAC,350,8.9,29,2,5.0
2016-17,293,Boban Marjanovic,1626246,1610612765,15.205,11.6,DET,589,7.8,28,1,5.0
2015-16,508,Boban Marjanovic,1626246,1610612759,16.204,20.6,SAS,990,7.7,27,0,5.0
2022-23,158,Boban Marjanovic,1626246,1610612745,13.85,7.8,HOU,352,9.6,34,7,5.0
2021-22,35,Marko Simonovic,1630250,1610612741,13.243,1.1,CHI,74,6.7,22,0,4.92
2022-23,11,Marko Simonovic,1630250,1610612741,11.179,0.7,CHI,48,7.8,23,1,4.76
2021-22,298,Markieff Morris,202693,1610612748,15.099,11.0,MIA,596,7.3,32,10,4.24
2020-21,1200,Markieff Morris,202693,1610612747,14.91,42.6,LAL,2440,7.0,31,9,4.07
2019-20,199,Markieff Morris,202693,1610612747,14.146,6.0,LAL,426,6.0,30,8,4.19
2019-20,988,Markieff Morris,202693,1610612765,14.983,40.4,DET,2016,8.0,30,8,4.29
2018-19,883,Markieff Morris,202693,1610612764,14.104,30.7,WAS,1863,7.0,29,7,4.64
2018-19,387,Markieff Morris,202693,1610612760,13.956,13.9,OKC,801,7.5,29,7,4.3
2017-18,1968,Markieff Morris,202693,1610612764,15.202,72.6,WAS,3913,7.3,28,6,4.19
2016-17,2374,Markieff Morris,202693,1610612764,14.483,86.9,WAS,4809,7.5,27,5,4.06
2015-16,917,Markieff Morris,202693,1610612756,14.842,54.1,PHX,1867,11.7,26,4,4.23
2015-16,712,Markieff Morris,202693,1610612764,14.062,31.5,WAS,1459,9.2,26,4,4.01
2014-15,2581,Markieff Morris,202693,1610612756,14.631,125.6,PHX,5171,10.0,25,3,4.35
2013-14,2153,Markieff Morris,202693,1610612756,14.793,98.1,PHX,4315,9.2,24,2,4.25
2022-23,285,Markieff Morris,202693,1610612751,14.584,10.9,BKN,606,7.4,33,11,4.23
2022-23,43,Markieff Morris,202693,1610612742,14.892,2.5,DAL,157,6.4,33,11,4.51
2021-22,360,Markelle Fultz,1628365,1610612753,14.241,83.6,ORL,752,46.8,23,4,1.32
2020-21,215,Markelle Fultz,1628365,1610612753,14.046,48.8,ORL,454,45.9,22,3,1.08
2019-20,1996,Markelle Fultz,1628365,1610612753,14.679,404.2,ORL,4098,40.3,21,2,1.13
2018-19,427,Markelle Fultz,1628365,1610612755,14.048,,PHI,905,,20,1,2.06
2017-18,253,Markelle Fultz,1628365,1610612755,13.996,51.1,PHI,543,40.3,19,0,2.12
2022-23,1771,Markelle Fultz,1628365,1610612753,14.231,328.5,ORL,3686,37.6,24,5,1.25
2021-22,2028,Bobby Portis,1626171,1610612749,13.767,81.8,MIL,4182,8.5,27,6,4.93
2020-21,1372,Bobby Portis,1626171,1610612749,13.819,61.6,MIL,2899,9.2,26,5,4.81
2019-20,1393,Bobby Portis,1626171,1610612752,14.599,77.7,NYK,2864,11.2,25,4,4.47
2018-19,531,Bobby Portis,1626171,1610612741,14.467,31.9,CHI,1081,12.2,24,3,4.28
2018-19,768,Bobby Portis,1626171,1610612764,13.767,41.1,WAS,1617,11.1,24,3,4.77
2017-18,1642,Bobby Portis,1626171,1610612741,14.009,91.9,CHI,3342,11.8,23,2,4.34
2016-17,1000,Bobby Portis,1626171,1610612741,15.177,49.2,CHI,1982,9.8,22,1,4.23
2015-16,1102,Bobby Portis,1626171,1610612741,15.285,60.0,CHI,2170,10.9,21,0,4.51
2022-23,1801,Bobby Portis,1626171,1610612749,14.62,101.6,MIL,3767,11.1,28,7,4.02
2022-23,798,Mark Williams,1631109,1610612766,14.017,23.8,CHA,1730,5.9,21,0,5.0
2021-22,2296,Marcus Smart,203935,1610612738,14.66,279.6,BOS,4659,24.6,28,7,1.08
2020-21,1581,Marcus Smart,203935,1610612738,14.346,183.9,BOS,3277,23.5,27,6,1.55
2019-20,1919,Marcus Smart,203935,1610612738,14.399,211.6,BOS,3974,22.2,26,5,1.81
2018-19,2200,Marcus Smart,203935,1610612738,14.206,210.6,BOS,4511,19.7,25,4,1.99
2017-18,1614,Marcus Smart,203935,1610612738,15.014,188.5,BOS,3246,23.2,24,3,2.14
2016-17,2399,Marcus Smart,203935,1610612738,14.862,276.2,BOS,4850,23.0,23,2,2.22
2015-16,1667,Marcus Smart,203935,1610612738,13.804,147.2,BOS,3468,18.4,22,1,1.59
2014-15,1808,Marcus Smart,203935,1610612738,14.672,197.6,BOS,3559,22.7,21,0,1.26
2022-23,1957,Marcus Smart,203935,1610612738,14.458,247.2,BOS,4026,25.5,29,8,1.02
2021-22,1848,Bogdan Bogdanovic,203992,1610612737,14.656,128.6,ATL,3742,14.1,29,4,2.25
2020-21,1305,Bogdan Bogdanovic,203992,1610612737,14.954,105.0,ATL,2655,15.9,28,3,2.74
2019-20,1766,Bogdan Bogdanovic,203992,1610612758,14.694,158.4,SAC,3584,18.0,27,2,2.51
2018-19,1947,Bogdan Bogdanovic,203992,1610612758,13.762,209.8,SAC,4092,22.4,26,1,2.59
2017-18,2175,Bogdan Bogdanovic,203992,1610612758,15.493,198.3,SAC,4295,17.9,25,0,2.69
2022-23,1508,Bogdan Bogdanovic,203992,1610612737,14.188,97.9,ATL,3118,13.3,30,5,2.34
2022-23,670,MarJon Beauchamp,1630699,1610612749,14.649,29.7,MIL,1464,8.3,22,0,2.86
2022-23,512,Max Christie,1631108,1610612747,14.382,16.3,LAL,1079,6.3,20,0,2.8
2021-22,506,Bismack Biyombo,202687,1610612756,14.743,19.5,PHX,1025,7.7,29,10,4.95
2020-21,1349,Bismack Biyombo,202687,1610612766,14.85,42.4,CHA,2700,6.3,28,9,5.0
2019-20,1029,Bismack Biyombo,202687,1610612766,15.603,41.6,CHA,2003,8.0,27,8,4.97
2018-19,783,Bismack Biyombo,202687,1610612766,15.303,33.3,CHA,1549,8.4,26,7,4.91
2017-18,1495,Bismack Biyombo,202687,1610612753,15.308,62.7,ORL,2964,8.3,25,6,4.78
2016-17,1793,Bismack Biyombo,202687,1610612753,15.633,82.6,ORL,3464,9.2,24,5,4.85
